time,home_charging,work_charging,public_charging
00:00:00,0.003411996191441979,7.715293136819147e-05,2.7139978364008934e-05
00:10:00,0.0032716312246909222,6.659355060109906e-05,2.2086581926073282e-05
00:20:00,0.003147314338413643,5.2129420517212735e-05,1.3008760027053618e-05
00:30:00,0.0029854470639304157,3.304851642679453e-05,4.073018179255106e-05
00:40:00,0.0027568174657603872,1.3696747442201401e-05,6.245139340056999e-05
00:50:00,0.0025837522167724575,5.891031359122232e-06,7.136068469334397e-05
01:00:00,0.002417755705966293,1.9881733175864356e-06,7.56669412177436e-05
01:10:00,0.00225438284939776,2.3273458046578353e-07,7.78723392458057e-05
01:20:00,0.0020968447168440017,0.0,3.787705004861785e-05
01:30:00,0.001938656183762342,0.0,1.760025976085209e-05
01:40:00,0.0017903165509386705,2.4075132931966273e-06,7.651089475136942e-06
01:50:00,0.00163867909657884,1.0408835864438673e-05,2.937031121101877e-06
02:00:00,0.0015178369933360183,1.6512012456766938e-05,5.800019440831442e-07
02:10:00,0.0013890588812571199,2.697926470119915e-05,0.0
02:20:00,0.0012689907044716804,5.1133762359303046e-05,0.0
02:30:00,0.0011457627070409315,7.254838653334399e-05,0.0
02:40:00,0.0010444889155007667,8.671326527614984e-05,0.0
02:50:00,0.0009571904103110354,9.994722468083513e-05,0.0
03:00:00,0.0008716540520383342,0.00010712947927938113,0.0
03:10:00,0.0007928135145958286,9.961825779829792e-05,0.0
03:20:00,0.0007166016080763812,9.690429345243511e-05,2.1710565735035265e-08
03:30:00,0.0006344425468780876,0.00010266408456346786,2.1710565735035265e-08
03:40:00,0.0005411309991263059,0.00010548200097496031,2.1710565735035265e-08
03:50:00,0.000465167486278414,0.00010997916793783257,2.1710565735035265e-08
04:00:00,0.0004056157465425938,0.00014043459538523985,2.1710565735035265e-08
04:10:00,0.0003621167332126326,0.000172388739845312,0.0
04:20:00,0.0003292355334903104,0.000221112194989214,0.0
04:30:00,0.0003031120361009846,0.00027116064207709017,3.6466436540912357e-06
04:40:00,0.0002788330195455987,0.0003665737160675446,5.46996548113392e-06
04:50:00,0.00025503116121056477,0.00042833485476686823,6.3765895940289976e-06
05:00:00,0.00023498041719006491,0.0005210723363807899,1.350314675633654e-05
05:10:00,0.00020840812631801035,0.0005944722940817116,5.398841983007208e-05
05:20:00,0.00019455479561728543,0.0006881270281325839,7.755512654135857e-05
05:30:00,0.0001859657309566265,0.0007411383719937259,9.912422471754458e-05
05:40:00,0.00019996026623977017,0.0008090778822089984,0.00013047251563522966
05:50:00,0.00027744790938005704,0.0008367715046446078,0.00016559118768020358
06:00:00,0.00037202346113364985,0.0008410597923884729,0.0001407179947954021
06:10:00,0.000460036678862586,0.000822569384569235,0.00012741301711258654
06:20:00,0.0005562911546176483,0.0008204947972267637,0.00011606030336758971
06:30:00,0.0006548075950425319,0.0007990991121382809,0.00011246543788855998
06:40:00,0.000728581675930978,0.0007635869419298026,0.00011864595758492734
06:50:00,0.0007518724525279022,0.0007294713117960394,0.00016343475985114086
07:00:00,0.0007685646816125143,0.0007035856690072697,0.00024046218460299133
