time;home_charging[kw/car];work_charging[kw/car];public_charging[kw/car]
00:00:00;0.17267832636993027;0;0
00:10:00;0.16030598550832137;0;0
00:20:00;0.14684780873003697;0;0
00:30:00;0.130614615162745;0;0
00:40:00;0.11087831142745752;0;0
00:50:00;0.10363565028048419;0;0
01:00:00;0.09739914440372124;0;0
01:10:00;0.09194481111820527;0;0
01:20:00;0.0866215260493838;0;0
01:30:00;0.08152144213120593;0;0
01:40:00;0.07629217772460412;0;0
01:50:00;0.07078315548600976;0;0
02:00:00;0.06500713939081888;0;0
02:10:00;0.059436037529274253;0;0
02:20:00;0.05427371018255437;0;0
02:30:00;0.0497297049868144;0;0
02:40:00;0.04626313331743553;0;0
02:50:00;0.043797045261514726;0;0
03:00:00;0.04194164806396354;0;0
03:10:00;0.040288945260822384;0;0
03:20:00;0.03872579451106043;0;0
03:30:00;0.0368273715079542;0;0
03:40:00;0.03447799279484515;0;0
03:50:00;0.03195208283240122;0;0
04:00:00;0.029300092789741723;0;0
04:10:00;0.02684621912267503;0;0
04:20:00;0.02468716404134777;0;0
04:30:00;0.023003893626372212;0;0
04:40:00;0.02143038502239114;0;0
04:50:00;0.0204601341579774;0;0
05:00:00;0.019376781291007956;0;0
05:10:00;0.018225200105380035;0;0
05:20:00;0.017129448832929238;0;0
05:30:00;0.016010305842002668;0;0
05:40:00;0.015280129430751677;0;0
05:50:00;0.01592716516680972;0;0
06:00:00;0.017626660360577542;0;0
06:10:00;0.01939712693522109;0;0
06:20:00;0.021593051382120566;0;0
06:30:00;0.023354693412043374;0;0
06:40:00;0.025239781924073185;0;0
06:50:00;0.028153176875868113;0;0
07:00:00;0.03184584853985806;0;0
07:10:00;0.03551963951641972;0;0
07:20:00;0.03964010190541258;0;0
07:30:00;0.042847695012943096;0;0
07:40:00;0.0445029008832179;0;0
07:50:00;0.04566654192988896;0;0
08:00:00;0.04755468023414584;0;0
08:10:00;0.04945180159270577;0;0
08:20:00;0.05140383301085279;0;0
08:30:00;0.053199757874133224;0;0
08:40:00;0.054540410535117725;0;0
08:50:00;0.05418626982059641;0;0
09:00:00;0.053106567373209145;0;0
09:10:00;0.051816574249747435;0;0
09:20:00;0.05201823984105354;0;0
09:30:00;0.054119681941025066;0;0
09:40:00;0.05783084496414663;0;0
09:50:00;0.06324410826127483;0;0
10:00:00;0.07088763275942252;0;0
10:10:00;0.07921815318539366;0;0
10:20:00;0.09051128105604433;0;0
10:30:00;0.10163155354574424;0;0
10:40:00;0.11194406340011014;0;0
10:50:00;0.11971839904435684;0;0
11:00:00;0.12550607638971695;0;0
11:10:00;0.12688100123996407;0;0
11:20:00;0.12986521473181756;0;0
11:30:00;0.13718750605416186;0;0
11:40:00;0.146196217815946;0;0
11:50:00;0.15615459802471748;0;0
12:00:00;0.16697370261500777;0;0
12:10:00;0.17693431365382814;0;0
12:20:00;0.18278405949839463;0;0
12:30:00;0.18836212013198658;0;0
12:40:00;0.193923249658511;0;0
12:50:00;0.20080283168786422;0;0
13:00:00;0.2072055345057089;0;0
13:10:00;0.21517945238818453;0;0
13:20:00;0.2222223498080516;0;0
13:30:00;0.22793639514621017;0;0
13:40:00;0.23146397968698232;0;0
13:50:00;0.23507795595244002;0;0
14:00:00;0.23568925791917908;0;0
14:10:00;0.23763604328677465;0;0
14:20:00;0.24128795645941184;0;0
14:30:00;0.24751036652438785;0;0
14:40:00;0.2554035152927715;0;0
14:50:00;0.2683329006739714;0;0
15:00:00;0.2825527496169344;0;0
15:10:00;0.29724507720419246;0;0
15:20:00;0.31258127310891853;0;0
15:30:00;0.3300472405101784;0;0
15:40:00;0.34839029010101014;0;0
15:50:00;0.37190429071384723;0;0
16:00:00;0.39772896075873654;0;0
16:10:00;0.4234567661021257;0;0
16:20:00;0.44593447051490304;0;0
16:30:00;0.46606436397177076;0;0
16:40:00;0.48053617671785587;0;0
16:50:00;0.4965895276671718;0;0
17:00:00;0.5104366337348378;0;0
17:10:00;0.5240537664838036;0;0
17:20:00;0.5380593563574441;0;0
17:30:00;0.5496821855420546;0;0
17:40:00;0.5548702897451567;0;0
17:50:00;0.558125662771257;0;0
18:00:00;0.5584941595331486;0;0
18:10:00;0.552435691375435;0;0
18:20:00;0.5435767002357068;0;0
18:30:00;0.533963012890209;0;0
18:40:00;0.5232165858091731;0;0
18:50:00;0.5125317365012629;0;0
19:00:00;0.501188033896391;0;0
19:10:00;0.487250639046236;0;0
19:20:00;0.4703194411407029;0;0
19:30:00;0.4535489864048228;0;0
19:40:00;0.4354416096796587;0;0
19:50:00;0.4184752200375631;0;0
20:00:00;0.40258348379919406;0;0
20:10:00;0.38803109504636196;0;0
20:20:00;0.3725801092825849;0;0
20:30:00;0.3581087725380435;0;0
20:40:00;0.3455908557350065;0;0
20:50:00;0.33706471583845793;0;0
21:00:00;0.33014043647978564;0;0
21:10:00;0.323977884003102;0;0
21:20:00;0.3183985386175139;0;0
21:30:00;0.31307179987904615;0;0
21:40:00;0.30578522089188065;0;0
21:50:00;0.2983194395158349;0;0
22:00:00;0.2894616101728404;0;0
22:10:00;0.27876956057868263;0;0
22:20:00;0.2662600458010488;0;0
22:30:00;0.2540501543388354;0;0
22:40:00;0.2423635004396429;0;0
22:50:00;0.23216611425737216;0;0
23:00:00;0.22261186632030144;0;0
23:10:00;0.2142072953303967;0;0
23:20:00;0.20552761655825225;0;0
23:30:00;0.20075752287108167;0;0
23:40:00;0.19578038309702914;0;0
23:50:00;0.19230251864424683;0;0
00:00:00;0.18659121810600515;0;0
