regional_id;share_of_commercial_vehicles
08111;0.255627015
08115;0.165598687
08116;0.137877765
08117;0.107276081
08118;0.10424533
08119;0.109499279
08121;0.149923296
08125;0.167802932
08126;0.175700421
08127;0.102308661
08128;0.092467678
08135;0.088196286
08136;0.104282887
08211;0.186073501
08212;0.200727319
08215;0.097678853
08216;0.087325146
08221;0.186059428
08222;0.19484947
08225;0.089221575
08226;0.13971989
08231;0.135991227
08235;0.108467789
08236;0.095503449
08237;0.107713012
08311;0.181308647
08315;0.095030138
08316;0.090768618
08317;0.10494338
08325;0.110479843
08326;0.108237076
08327;0.124270136
08335;0.098847761
08336;0.079232276
08337;0.08453732
08415;0.110256521
08416;0.116325085
08417;0.096523604
08421;0.195615737
08425;0.081096184
08426;0.089943214
08435;0.102499476
08436;0.104062768
08437;0.093072032
09161;0.361051259
09162;0.317368821
09163;0.160296509
09171;0.084432859
09172;0.10048958
09173;0.102191196
09174;0.093045328
09175;0.1077236
09176;0.061954328
09177;0.080376031
09178;0.107802158
09179;0.093265435
09180;0.114188924
09181;0.110059227
09182;0.118397059
09183;0.085250425
09184;0.289079438
09185;0.084828928
09186;0.077319116
09187;0.10285939
09188;0.135050629
09189;0.08438469
09190;0.083868071
09261;0.121006481
09262;0.178793286
09263;0.148156013
09271;0.10671204
09272;0.082989446
09273;0.076702049
09274;0.084044275
09275;0.079702476
09276;0.086967462
09277;0.109552892
09278;0.060556397
09279;0.129950003
09361;0.12529149
09362;0.231528395
09363;0.145598791
09371;0.068678994
09372;0.091377928
09373;0.119407324
09374;0.068148503
09375;0.085160794
09376;0.090557476
09377;0.07458051
09461;0.190298688
09462;0.211707906
09463;0.173737136
09464;0.167807579
09471;0.067039642
09472;0.062393398
09473;0.072470018
09474;0.061036294
09475;0.083466176
09476;0.089345592
09477;0.104078901
09478;0.082460246
09479;0.091277507
09561;0.158090515
09562;0.125832993
09563;0.110728469
09564;0.168500608
09565;0.136336086
09571;0.073276955
09572;0.087952674
09573;0.058395092
09574;0.092918358
09575;0.07057331
09576;0.088529586
09577;0.083982323
09661;0.192847992
09662;0.181371402
09663;0.188130759
09671;0.09155759
09672;0.080872896
09673;0.08810707
09674;0.071703778
09675;0.084657003
09676;0.1059296
09677;0.072511083
09678;0.044704877
09679;0.074413564
09761;0.150146412
09762;0.105283033
09763;0.174595786
09764;0.158996421
09771;0.083373986
09772;0.088182203
09773;0.07641736
09774;0.111464681
09775;0.096067582
09776;0.101703685
09777;0.091823015
09778;0.089812846
09779;0.093348977
09780;0.101641462
11000;0.155189336
12051;0.103345366
12052;0.113942535
12053;0.109014972
12054;0.117741263
12060;0.060646852
12061;0.08961296
12062;0.072311845
12063;0.064005471
12064;0.073332346
12065;0.061345756
12066;0.083355036
12067;0.070362668
12068;0.090207615
12069;0.074780796
12070;0.101033967
12071;0.06587423
12072;0.092915609
12073;0.069739677
04011;0.146656465
04012;0.119132195
02000;0.21197896
06411;0.181593425
06412;0.284924776
06413;0.174009143
06414;0.500872937
06431;0.087464591
06432;0.084763628
06433;0.117338135
06434;0.203370536
06435;0.081486242
06436;0.286636625
06437;0.061872805
06438;0.133639703
06439;0.064748201
06440;0.085196094
06531;0.088405815
06532;0.082897211
06533;0.084139901
06534;0.074726039
06535;0.065344971
06611;0.15259606
06631;0.086508049
06632;0.067251788
06633;0.061695237
06634;0.054536204
06635;0.072928794
06636;0.059506987
13003;0.112314689
13004;0.135364736
13071;0.073519707
13072;0.083247965
13073;0.086443371
13074;0.066105977
13075;0.066481886
13076;0.06041235
03101;0.254020295
03102;0.064332119
03103;0.539683557
03151;0.049174013
03153;0.077121872
03154;0.054792608
