regional_id;share_of_commercial_vehicles
08111;0.250456439
08115;0.152968379
08116;0.119378947
08117;0.098801993
08118;0.086650258
08119;0.102223681
08121;0.141248951
08125;0.163307312
08126;0.167792765
08127;0.084308395
08128;0.086749393
08135;0.084021287
08136;0.106005621
08211;0.168416778
08212;0.177163284
08215;0.09049877
08216;0.085986433
08221;0.176082099
08222;0.182013798
08225;0.082174068
08226;0.132342745
08231;0.13535037
08235;0.099590498
08236;0.08925464
08237;0.097174171
08311;0.172995735
08315;0.089430064
08316;0.077227444
08317;0.096095693
08325;0.102608489
08326;0.104824176
08327;0.114792465
08335;0.08874944
08336;0.074039072
08337;0.075332767
08415;0.107523975
08416;0.107732911
08417;0.090351384
08421;0.189630435
08425;0.07273712
08426;0.081156963
08435;0.095560655
08436;0.095130713
08437;0.076977593
09161;0.362441938
09162;0.297326682
09163;0.156844548
09171;0.077942782
09172;0.094418996
09173;0.096522653
09174;0.089940413
09175;0.09978766
09176;0.059458149
09177;0.078168347
09178;0.101157148
09179;0.081003384
09180;0.123394665
09181;0.102991277
09182;0.113500524
09183;0.078919186
09184;0.300058651
09185;0.08531272
09186;0.074847821
09187;0.098773207
09188;0.132285877
09189;0.074283662
09190;0.079318313
09261;0.117586524
09262;0.172681426
09263;0.149670687
09271;0.089578691
09272;0.071118066
09273;0.073604995
09274;0.076590168
09275;0.071141325
09276;0.089581126
09277;0.111639306
09278;0.055420255
09279;0.121307046
09361;0.124222348
09362;0.300167102
09363;0.145864604
09371;0.063908904
09372;0.083189347
09373;0.112983584
09374;0.05869939
09375;0.065641356
09376;0.085533209
09377;0.064035124
09461;0.18394251
09462;0.186214464
09463;0.185821136
09464;0.135704296
09471;0.061035504
09472;0.057964633
09473;0.067630008
09474;0.057784494
09475;0.079018206
09476;0.089806095
09477;0.100069578
09478;0.081691166
09479;0.083463925
09561;0.147171163
09562;0.12014437
09563;0.105345711
09564;0.157627319
09565;0.117467553
09571;0.064594515
09572;0.083986711
09573;0.052159534
09574;0.085652278
09575;0.067034772
09576;0.08386793
09577;0.077809468
09661;0.223878262
09662;0.178043756
09663;0.176892991
09671;0.084473209
09672;0.077058552
09673;0.082396934
09674;0.066931268
09675;0.080717118
09676;0.086103027
09677;0.070179393
09678;0.038752277
09679;0.070123202
09761;0.144562558
09762;0.107321843
09763;0.161872823
09764;0.155097153
09771;0.078749501
09772;0.084515541
09773;0.074559336
09774;0.104562553
09775;0.095314815
09776;0.111561355
09777;0.085434642
09778;0.077241837
09779;0.08867028
09780;0.090633923
11000;0.131689228
12051;0.092900324
12052;0.107109005
12053;0.099825741
12054;0.109517966
12060;0.056141499
12061;0.084092963
12062;0.068492503
12063;0.060254422
12064;0.068592716
12065;0.057438631
12066;0.079051745
12067;0.064982902
12068;0.087506927
12069;0.069578366
12070;0.089190446
12071;0.059435701
12072;0.087675618
12073;0.066575548
04011;0.13928159
04012;0.11282328
02000;0.203986066
06411;0.17226163
06412;0.284445013
06413;0.161878729
06414;0.171869082
06431;0.080368583
06432;0.081298147
06433;0.217242053
06434;0.221875581
06435;0.074807208
06436;0.299279279
06437;0.058057198
06438;0.117112028
06439;0.060439286
06440;0.072360667
06531;0.081024949
06532;0.075959824
06533;0.074427568
06534;0.067689987
06535;0.05629989
06611;0.140369139
06631;0.079857186
06632;0.05921874
06633;0.056418898
06634;0.048453441
06635;0.068926378
06636;0.052399214
13003;0.094388993
13004;0.133944114
13071;0.066334934
13072;0.07725128
13073;0.079146122
13074;0.059682368
13075;0.0632948
