regional_id;share_of_commercial_vehicles
03402;0.082616107
03403;0.123579331
03404;0.144958594
03405;0.069901086
03451;0.074190921
03452;0.069641852
03453;0.066260924
03454;0.080533774
03455;0.058147195
03456;0.082603393
03457;0.053817926
03458;0.067213886
03459;0.065698413
03460;0.092792363
03461;0.053317444
03462;0.046215117
05111;0.264169899
05112;0.084574468
05113;0.130753391
05114;0.107276223
05116;0.103130484
05117;0.100467873
05119;0.074418392
05120;0.112446011
05122;0.113690713
05124;0.114562521
05154;0.066644934
05158;0.124231373
05162;0.106479507
05166;0.08190529
05170;0.064373589
05314;0.25100135
05315;0.194940166
05316;0.129574924
05334;0.105503326
05358;0.062971605
05362;0.082231974
05366;0.105816321
05370;0.069569767
05374;0.083443119
05378;0.080332677
05382;0.067856213
05512;0.063394744
05513;0.09053279
05515;0.152880422
05554;0.096082765
05558;0.074295348
05562;0.055649602
05566;0.082141869
05570;0.082537201
05711;0.11255359
05754;0.093570928
05758;0.082448897
05762;0.053642095
05766;0.082317434
05770;0.078241423
05774;0.082155352
05911;0.141045737
05913;0.08640051
05914;0.081478235
05915;0.07124058
05916;0.068766848
05954;0.08065792
05958;0.079592416
05962;0.071924423
05966;0.085951441
05970;0.107215124
05974;0.065987232
05978;0.070418443
07111;0.173693499
07131;0.068549805
07132;0.077304554
07133;0.073559756
07134;0.074519981
07135;0.059538638
07137;0.072264071
07138;0.08682785
07140;0.079564403
07141;0.05982895
07143;0.085169604
07211;0.075697292
07231;0.068561528
07232;0.072583436
07233;0.059353869
07235;0.075697292
07311;0.098244814
07312;0.107100751
07313;0.122770635
07314;0.129093176
07315;0.159588566
07316;0.105684224
07317;0.121036951
07318;0.127580255
07319;0.095921011
07320;0.080395467
07331;0.058005316
07332;0.058368758
07333;0.063464344
07334;0.073319023
07335;0.050714864
07336;0.032530095
07337;0.062052314
07338;0.050337531
07339;0.108648831
07340;0.043007317
10041;0.096520876
10042;0.063950149
10043;0.061101285
10044;0.061637633
10045;0.07888882
10046;0.058330011
14511;0.133554332
14521;0.081855653
14522;0.087539511
14523;0.094874263
14524;0.089949473
14612;0.139075027
14625;0.083555769
14626;0.086199143
14627;0.082228038
14628;0.093155406
14713;0.114403712
14729;0.087836493
14730;0.077735057
15001;0.084961262
15002;0.110484587
15003;0.12039171
15081;0.062912922
15082;0.07794234
15083;0.068725699
15084;0.073936186
15085;0.072174669
15086;0.073748171
15087;0.076236445
15088;0.084093248
15089;0.072441965
15090;0.081461876
15091;0.070031199
01001;0.131979106
01002;0.138282654
01003;0.109365366
01004;0.123612354
01051;0.054525021
01053;0.056715083
01054;0.070951686
01055;0.058927668
01056;0.094096133
01057;0.053332311
01058;0.064311449
01059;0.061413467
01060;0.09400414
01061;0.069218138
01062;0.110922356
16051;0.128131859
16052;0.090727269
16053;0.116478038
16054;0.086684262
16055;0.102902375
16061;0.054669055
16062;0.073184738
16063;0.099830197
16064;0.06529509
16065;0.063870137
16066;0.071728131
16067;0.07840219
16068;0.063930702
16069;0.045575108
16070;0.070714926
16071;0.065731337
16072;0.067958835
16073;0.051540004
16074;0.057008829
16075;0.083278558
16076;0.070712935
16077;0.075619245
