regional_id;share_of_commercial_vehicles
08111;0.253861426
08115;0.161059046
08116;0.133667003
08117;0.103921326
08118;0.10005082
08119;0.108981427
08121;0.146050649
08125;0.160022623
08126;0.171397747
08127;0.096659163
08128;0.090202618
08135;0.08704082
08136;0.102996166
08211;0.180668072
08212;0.196764756
08215;0.096513875
08216;0.086642623
08221;0.18086151
08222;0.189817898
08225;0.087137528
08226;0.136014417
08231;0.133997646
08235;0.107496905
08236;0.095483767
08237;0.100570068
08311;0.179245184
08315;0.093758825
08316;0.087272588
08317;0.103296429
08325;0.107688488
08326;0.10728793
08327;0.121250624
08335;0.096804688
08336;0.076455125
08337;0.081529412
08415;0.108676695
08416;0.114121377
08417;0.09602707
08421;0.192670575
08425;0.079114781
08426;0.087565224
08435;0.101209958
08436;0.102042576
08437;0.090654729
09161;0.336243126
09162;0.313408174
09163;0.159106052
09171;0.080615819
09172;0.101064782
09173;0.10059918
09174;0.095814401
09175;0.106851066
09176;0.059071439
09177;0.080657638
09178;0.104975831
09179;0.087741247
09180;0.117525812
09181;0.110534308
09182;0.118364398
09183;0.082598578
09184;0.275083834
09185;0.085359322
09186;0.074856468
09187;0.102879703
09188;0.133796214
09189;0.082588916
09190;0.081373523
09261;0.113265253
09262;0.175160944
09263;0.150280799
09271;0.10133907
09272;0.081918303
09273;0.075464657
09274;0.082960456
09275;0.080294111
09276;0.087752083
09277;0.109234681
09278;0.060480926
09279;0.121006614
09361;0.124653301
09362;0.221665019
09363;0.144154714
09371;0.071091364
09372;0.089622332
09373;0.117163367
09374;0.065676687
09375;0.074400234
09376;0.089858073
09377;0.071894234
09461;0.188489802
09462;0.221558175
09463;0.168712997
09464;0.149910199
09471;0.065222858
09472;0.061253246
09473;0.07135581
09474;0.059989382
09475;0.082374319
09476;0.089288432
09477;0.100880498
09478;0.082286017
09479;0.088993073
09561;0.147596322
09562;0.123506544
09563;0.110866054
09564;0.162565214
09565;0.134444612
09571;0.072052215
09572;0.086197892
09573;0.057230572
09574;0.093804259
09575;0.070933884
09576;0.088430153
09577;0.084185619
09661;0.177832331
09662;0.178198829
09663;0.1861567
09671;0.08848957
09672;0.080486312
09673;0.087878142
09674;0.070833543
09675;0.082889274
09676;0.107872384
09677;0.070522496
09678;0.042706558
09679;0.072924748
09761;0.147441599
09762;0.106761157
09763;0.170838003
09764;0.158844765
09771;0.082852455
09772;0.087108442
09773;0.076247635
09774;0.109482699
09775;0.094585163
09776;0.10199005
09777;0.091034526
09778;0.084393401
09779;0.092714672
09780;0.098718317
11000;0.145624481
12051;0.095420612
12052;0.112709635
12053;0.108497428
12054;0.115658778
12060;0.060327049
12061;0.088537279
12062;0.064691047
12063;0.062348437
12064;0.072088832
12065;0.062385759
12066;0.082184022
12067;0.069114886
12068;0.088908451
12069;0.073092771
12070;0.108736698
12071;0.063580725
12072;0.09296459
12073;0.068674857
04011;0.143652507
04012;0.114814316
02000;0.20647728
06411;0.173829088
06412;0.293325241
06413;0.172844303
06414;0.430442352
06431;0.084777711
06432;0.082105972
06433;0.110174659
06434;0.197495259
06435;0.079168483
06436;0.280330394
06437;0.057427428
06438;0.126382386
06439;0.063705047
06440;0.082743205
06531;0.087978663
06532;0.08152982
06533;0.081939858
06534;0.071119816
06535;0.06139811
06611;0.146670906
06631;0.084932854
06632;0.065793398
06633;0.059314665
06634;0.049909638
06635;0.071480746
06636;0.057777428
13003;0.107380685
13004;0.135208996
13071;0.071484188
13072;0.082006178
13073;0.084821853
13074;0.064088242
13075;0.065337023
13076;0.058935391
03101;0.262737691
03102;0.063130509
03103;0.531933969
03151;0.049507267
03153;0.076185652
03154;0.054726891
03155;0.081723775
03157;0.051571443
03158;0.051607323
03159;0.079855492
03241;0.118219899
03251;0.079823962
03252;0.055980673
03254;0.065826716
03255;0.060503686
03256;0.076490778
03257;0.056619364
03351;0.068523151
03352;0.048238879
03353;0.084156793
03354;0.054232343
03355;0.095288601
03356;0.046550659
03357;0.146970066
03358;0.057393631
03359;0.070544554
03360;0.054983289
03361;0.07945153
03401;0.091188453
03402;0.087976424
03403;0.131140661
03404;0.168506246
03405;0.074350271
03451;0.081979374
03452;0.070580101
03453;0.080187302
03454;0.095694737
03455;0.060566591
03456;0.096298495
03457;0.059435113
03458;0.075902471
03459;0.071896005
03460;0.109184089
03461;0.059529489
03462;0.052599126
05111;0.279100578
05112;0.085664638
05113;0.141580993
05114;0.111569977
05116;0.107745613
05117;0.10315557
05119;0.08166048
05120;0.112162987
05122;0.152767229
05124;0.122401783
05154;0.078799938
05158;0.131139543
05162;0.106680232
05166;0.085270193
05170;0.068643101
05314;0.228754652
05315;0.190543623
05316;0.1297328
05334;0.112182174
05358;0.073618938
05362;0.090224939
05366;0.201366021
05370;0.076534218
05374;0.088526679
05378;0.089070228
05382;0.077618815
05512;0.070817287
05513;0.092177267
05515;0.173614507
05554;0.109483566
05558;0.082531466
05562;0.060527634
05566;0.095662055
05570;0.093838825
05711;0.137258753
05754;0.104831697
05758;0.090562831
05762;0.058558313
05766;0.090782471
05770;0.081675453
05774;0.095235071
05911;0.199757208
05913;0.099843931
05914;0.092267628
05915;0.078804539
05916;0.075307169
05954;0.085962777
05958;0.089051512
05962;0.076269701
05966;0.100100758
05970;0.11588026
05974;0.073108814
05978;0.076142487
07111;0.191827363
07131;0.074876323
07132;0.081975613
07133;0.078039361
07134;0.071970555
07135;0.059743686
07137;0.078929818
07138;0.092328047
07140;0.087421514
07141;0.064658448
07143;0.091873519
07211;0.084662468
07231;0.075603294
07232;0.071796504
07233;0.067169935
07235;0.084662468
07311;0.099395692
07312;0.114435664
07313;0.134348981
07314;0.130648933
07315;0.157897341
07316;0.115258677
07317;0.12287971
07318;0.125904878
07319;0.096535188
07320;0.096580129
07331;0.061213798
07332;0.063901975
07333;0.064983836
07334;0.072991317
07335;0.05845894
07336;0.033813295
07337;0.069312977
07338;0.054755997
07339;0.116079745
07340;0.048214181
10041;0.103550664
10042;0.061870247
10043;0.073511717
10044;0.066297317
10045;0.087209126
10046;0.075587738
14511;0.134336301
14521;0.083638496
14522;0.088226461
14523;0.094284276
14524;0.092487933
14612;0.141559799
14625;0.084087465
14626;0.086702146
14627;0.087262115
14628;0.095422579
14713;0.124143715
14729;0.086886823
14730;0.082007209
15001;0.090263278
15002;0.121775513
15003;0.126681815
15081;0.067860657
15082;0.083431359
15083;0.07103021
15084;0.07902952
15085;0.078427253
15086;0.079405785
15087;0.079411173
15088;0.087010006
15089;0.073623718
15090;0.085758208
15091;0.075705182
01001;0.140843209
01002;0.144882059
01003;0.122597637
01004;0.13587607
01051;0.065275084
01053;0.064169322
01054;0.078467374
01055;0.069109812
01056;0.090952378
01057;0.057888735
01058;0.069799431
01059;0.072097069
01060;0.097887247
01061;0.073147315
01062;0.119721789
16051;0.128295915
16052;0.090028788
16053;0.122079478
16054;0.083060824
16055;0.11424017
16061;0.061188893
16062;0.081517148
16063;0.071633869
16064;0.069808449
16065;0.064375934
16066;0.074029365
16067;0.078173516
16068;0.06652054
16069;0.056330145
16070;0.078485172
16071;0.06486299
16072;0.062125921
16073;0.05441201
16074;0.066737714
16075;0.083267012
16076;0.071213207
16077;0.071803887
