year,KBA,KBA2 ambit,KBA2 regio,KBA2 trend,UGR
2025,5.381802281772677,6.80577974452319,5.416845102783762,4.444590853566163,19.070048109420508
2030,20.834285017707828,23.056608752929993,23.056608752929993,16.66742801416626,48.19720468067683
2035,36.73277327802741,32.64037986107559,30.556951359304797,22.917713519478603,77.32436125193313
2040,52.631372483996145,44.72435944920469,40.83528471449124,38.33516524217545,106.45151782318956
2045,68.53081256589495,59.44808183057459,59.44808183057459,50.00305948366087,135.57867439444584
