,industry,cts,nuts3
280,119411.52214065832,353399.1834201406,DE251
281,470311.9048046333,856842.379839906,DE252
282,144365.80569618996,294252.922144664,DE253
283,815631.6454774189,4503371.350977195,DE254
284,63915.96192621482,116550.53489335194,DE255
285,482986.8649455863,466455.98693216225,DE256
286,324883.60017057764,357612.07209126215,DE257
287,96722.97180354621,139952.65089932314,DE258
288,540201.9461187432,433461.74708691676,DE259
289,237664.0983268072,207416.74641331052,DE25A
290,176451.1327998875,187909.605256923,DE25B
291,277702.0764168315,290879.9014885149,DE25C
292,282107.8715373354,375826.0768605249,DE261
293,511908.56376096304,784569.3325453349,DE262
294,125900.92256434317,1724328.078997227,DE263
295,504935.6022680988,437370.4577763892,DE264
296,124068.76882099926,345347.8619592964,DE265
297,203406.13288174837,363473.0419811182,DE266
298,682183.226167537,219680.8636784988,DE267
299,216797.57646592724,230030.71493773485,DE268
300,523637.734604758,353329.4319322145,DE269
301,571007.2561450088,272585.0666322824,DE26A
302,66393.8752224221,829926.8462808762,DE26B
303,205715.4748837305,247141.07422017815,DE26C
304,846596.949948124,2536710.8915202376,DE271
305,83939.48568368546,177558.57650002636,DE272
306,178210.54584160695,549298.1974542473,DE273
307,155348.45179951124,174607.96372122757,DE274
308,246743.48216364076,213648.8948824564,DE275
309,1908039.0113861104,689203.5508890909,DE276
310,230901.3186150238,238676.57895899285,DE277
311,343505.55073559977,1215515.1172876512,DE278
312,773202.2352731278,304939.71708897845,DE279
313,203395.17281657504,437892.2958085271,DE27A
314,377086.01886502124,379816.8049861582,DE27B
315,576732.3335927336,299396.2184357247,DE27C
316,581418.7333669467,459730.09778500034,DE27D
317,293710.9134649348,478324.5399853764,DE27E
318,1472648.0858883427,3192200.8583301855,DEC01
319,200673.12623229332,139157.82952912856,DEC02
320,339992.2448802444,497269.66495504364,DEC03
321,2623372.662108808,597684.2472508011,DEC04
322,409024.55365053646,715857.4501887163,DEC05
323,81873.9151673804,143776.9948046411,DEC06
324,1717693.918034293,16571206.048108531,DE300
325,575841.8845947899,248950.60589827984,DE401
326,24535.898363672917,813146.5965504639,DE402
327,73361.82820639742,237600.5333229107,DE403
328,52676.670950471256,1782284.6679972778,DE404
329,88949.94196063599,734859.4430269004,DE405
330,141914.11488304895,488535.7059605909,DE406
331,228405.78854598635,515363.9742206495,DE407
332,88660.95287459507,470535.2168727816,DE408
333,751576.9878244846,552155.4609454277,DE409
334,250550.12710473748,546436.4741261367,DE40A
335,484887.8468341637,408653.7186951564,DE40B
336,2033752.2571528663,1203463.2147141423,DE40C
337,405119.10094700934,487872.26660393726,DE40D
338,164091.00700822094,520000.9639725497,DE40E
339,233868.04443853284,306412.4385957149,DE40F
340,1381614.1760450862,1687965.9777486955,DE40G
341,679118.7095120178,674579.2477634513,DE40H
342,2632630.0145583167,702615.1920439653,DE40I
343,156199.57756472303,1595852.6259468691,DE803
344,143871.45565622972,1119676.2202591156,DE804
345,326218.17419025156,1420427.582611247,DE80J
346,182282.33831124275,959190.5961697329,DE80K
347,116317.47295634364,778236.4317845344,DE80L
348,489661.4701500205,700390.8307343554,DE80M
349,223757.11373138858,879755.3219269528,DE80N
350,340212.6878702858,644463.4955098669,DE80O
351,335799.1109191821,2317822.63286541,DED41
352,741835.9403526258,986137.6578144849,DED42
353,1171393.425231448,778062.4293872331,DED43
354,418613.9572857111,517987.98079212895,DED44
355,786405.1100750702,922889.6460114543,DED45
356,1334264.485665138,4112272.2607794227,DED21
357,941966.4853470961,975252.4202349747,DED2C
358,905743.6571483576,1664279.5237181215,DED2D
359,2673000.1446105656,893685.1846279949,DED2E
360,657869.3176561163,904318.4461352957,DED2F
361,703752.9081408719,3322939.685320273,DED51
362,1002994.894997894,1285809.4556151796,DED52
363,851099.4930690005,828756.6992092653,DED53
364,114447.89038036701,280803.3597051709,DEE01
365,90014.03371168446,1773955.7207978514,DEE02
366,221572.2562721395,1662809.4349439484,DEE03
367,298381.0374279121,320010.28265044425,DEE04
368,1173314.6130616157,746163.112635409,DEE05
369,1017459.0219413273,597181.0788908757,DEE07
370,1112965.94700229,674908.6086910478,DEE08
371,661482.6799539105,749312.0586208488,DEE09
372,285027.09143112955,279440.22383905784,DEE06
373,434427.0640427737,469215.08525925205,DEE0A
374,3744961.046782383,1195864.0004592487,DEE0B
375,1461889.0711115235,785332.7725163514,DEE0C
376,687196.8629867408,253901.44773727606,DEE0D
377,846740.008361912,397037.59576880786,DEE0E
378,205599.67141869798,2500167.981416925,DEG01
379,129089.00977722721,247452.716646098,DEG02
380,184080.84697501978,591816.5876868103,DEG03
381,50694.65464279636,150648.2360368889,DEG04
382,59376.538333220095,247664.893625792,DEG05
383,421184.07432800054,221058.38503195017,DEG06
384,199341.37245018128,214029.69349411668,DEG07
385,788131.2003245964,553349.8162253484,DEG0P
386,247783.10295054724,330947.4668194559,DEG09
387,108968.30220612766,245748.78541458453,DEG0A
388,400212.93128907116,443206.25633254345,DEG0B
389,386516.4280634122,388607.5419363967,DEG0C
390,234400.2028027,189563.21733690807,DEG0D
391,252228.5465226663,85575.93453375986,DEG0E
392,318011.59694132174,260764.71463093592,DEG0F
393,204298.13397925245,155117.53066974517,DEG0G
394,397193.86962785356,101201.08682885999,DEG0H
395,953979.3339363685,548426.9355196322,DEG0I
396,183708.0843150121,217820.40059835624,DEG0J
397,604938.4536601604,189981.62038241953,DEG0K
398,189332.96943255843,219377.49496372972,DEG0L
399,181785.9490378477,330791.54421643424,DEG0M
