,industry,cts,nuts3
298,373999.2755138462,190396.97845609245,DE267
299,363152.1281384165,352540.63877988013,DE268
300,810255.6990087697,901890.1377872344,DE269
301,1166432.8027253305,629521.8210403912,DE26A
302,36013.537570560875,378883.9175384062,DE26B
303,342749.90201265697,470333.6148512205,DE26C
304,598386.6867982364,1246124.2707303648,DE271
305,24033.244519704793,125137.9946389119,DE272
306,82918.57840914413,411212.85512061743,DE273
307,53830.57606806653,266040.49172494176,DE274
308,2338099.9120966075,366838.4640663447,DE275
309,1205290.7534452907,783677.9147710447,DE276
310,1790141.4217842189,298152.5910551724,DE277
311,329794.35475608846,463169.33013114345,DE278
312,607383.1058448078,572107.3583249873,DE279
313,85301.74860420427,314554.5283700378,DE27A
314,1806962.105055824,427080.2656627224,DE27B
315,499789.345922226,474850.0219033098,DE27C
316,944314.4932721368,462400.77979999705,DE27D
317,1498345.6235532488,470105.6698593894,DE27E
318,1531792.7751825447,1912638.2396020782,DEC01
319,285702.7798272776,280653.5301924804,DEC02
320,393767.2889762808,336915.34662131075,DEC03
321,73693096.39947243,523173.94754675217,DEC04
322,453698.2012104521,461220.27297606063,DEC05
323,195290.9508058156,185809.48978535255,DEC06
324,7399059.937741777,18199842.35572005,DE300
325,491809.1577834504,309847.70299944386,DE401
326,14531.195927775188,401728.7317561856,DE402
327,10290.680728238845,256407.37918684486,DE403
328,15040.141810443667,897575.062178726,DE404
329,38166.09272570364,779435.0254012353,DE405
330,97907.93796711371,1583340.85314771,DE406
331,242596.52058821943,426468.4936924953,DE407
332,293939.5595798168,808029.59530521,DE408
333,1043476.4639059901,792089.0295585259,DE409
334,2541773.493382227,1330987.4848463833,DE40A
335,8629588.850708667,405069.4179439635,DE40B
336,6019607.8280627085,893173.2279673248,DE40C
337,566885.2188703222,510655.42565085564,DE40D
338,188936.87333720597,962412.3663632894,DE40E
339,1383042.2201746372,385162.6828885194,DE40F
340,1547724.4848448387,469069.0959827726,DE40G
341,1035411.5074860868,847729.6632252865,DE40H
342,41922182.27216139,584186.738451338,DE40I
343,236320.2167487186,8230827.020307462,DE803
344,25276.23325735996,469812.10276238585,DE804
345,1733137.2865551936,1585311.2553428633,DE80J
346,66598.37146640953,1063375.803263065,DE80K
347,34065.65295639185,1836230.4501093312,DE80L
348,798705.145926406,600990.2091681522,DE80M
349,1816490.3747008797,1014706.706241095,DE80N
350,2188748.106537004,1004610.7607938636,DE80O
351,1390387.593994051,951093.216955906,DED41
352,412110.58085683745,1055605.294472103,DED42
353,1394702.742414338,1207691.623032312,DED43
354,333366.0221387886,752125.2386273389,DED44
355,3286260.911231205,1100571.8557858123,DED45
356,5049050.867653258,2467537.788193102,DED21
357,5113273.785690454,1205846.2017277714,DED2C
358,3484953.3049336346,908952.6332314333,DED2D
359,1864699.0890625715,1077950.0549045734,DED2E
360,2755345.294281452,903362.3356358301,DED2F
361,440221.77611319476,2187036.3380896472,DED51
362,7439186.51926547,1046444.3381450963,DED52
363,1263746.292932186,1178641.7446505886,DED53
364,59388.02099039361,326223.88188762206,DEE01
365,32203.422631474816,961316.7171742558,DEE02
366,1504805.0965496711,1049549.8129116402,DEE03
367,2425170.3175510336,384557.4531792667,DEE04
368,909242.9118036454,631402.8202682144,DEE05
369,1764906.6512536325,842318.0563686666,DEE07
370,17239629.999957096,716549.2406834748,DEE08
371,950183.1034100561,850016.4254236077,DEE09
372,324869.0689356954,492679.6925181076,DEE06
373,971565.1081517265,441953.6384852848,DEE0A
374,48296151.13444521,1051826.248781917,DEE0B
375,3669295.360413679,766170.0828773126,DEE0C
376,2113163.0138443187,578449.7297232827,DEE0D
377,30481583.489041343,544387.9408224451,DEE0E
378,184330.28241373258,1067128.4723843231,DEG01
379,25874.05793021594,316024.2764781854,DEG02
380,46239.28505325932,330239.02057060006,DEG03
381,14356.804834822186,111879.09216463333,DEG04
382,23712.6398622175,172310.66280211764,DEG05
383,754086.078562511,372537.7667603078,DEG06
384,387411.2776929596,281248.883607338,DEG07
385,815855.8496807162,562233.6281465538,DEG0P
386,307086.75399148534,387220.4441604471,DEG09
387,35219.52076248973,223710.04554137698,DEG0A
388,297704.5051137642,401474.2364278177,DEG0B
389,1850696.195754583,533682.4162686246,DEG0C
390,170038.12289666504,298454.3970256464,DEG0D
391,190540.6382755863,219237.57371295465,DEG0E
392,1822584.338745698,344408.0586185388,DEG0F
393,109672.69609793604,335856.0678161822,DEG0G
394,338149.4461144973,148048.24971450667,DEG0H
395,4753273.582060668,386330.91344138037,DEG0I
396,190204.21873951866,377573.20475713833,DEG0J
397,1436296.379611392,361404.4707606762,DEG0K
398,299294.412984932,358212.32723874005,DEG0L
399,66909.5774594557,299844.4339434078,DEG0M
