,industry,cts
0,109889.8629612947,386324.58108552865
1,173516.16905269015,1948278.170916983
2,245005.00276002445,527706.8061276617
3,134740.02472390965,405562.01998540555
4,1472648.0858883427,3192200.8583301855
5,200673.12623229332,139157.82952912856
6,339992.2448802444,497269.66495504364
7,2623372.662108808,597684.2472508011
8,409024.55365053646,715857.4501887163
9,81873.9151673804,143776.9948046411
10,1023094.5484637782,444248.3379002766
11,143094.17809405774,535613.6354751167
12,88492.20750639528,1370951.6018714923
13,131967.74933628843,603166.6362779894
14,398973.891608567,1717325.1469670662
15,66270.61618984732,220773.07237791535
16,164906.47268015752,1084088.5760699252
17,169029.16090341716,562258.5629247238
18,370239.7713488446,949637.4043275679
19,977811.2306625358,1258865.168742089
20,307574.7901611497,537084.0745698041
21,1717693.918034293,16571206.048108531
22,575841.8845947899,248950.60589827984
23,24535.898363672917,813146.5965504639
24,73361.82820639742,237600.5333229107
25,52676.670950471256,1782284.6679972778
26,88949.94196063599,734859.4430269004
27,141914.11488304895,488535.7059605909
28,228405.78854598635,515363.9742206495
29,88660.95287459507,470535.2168727816
30,751576.9878244846,552155.4609454277
31,250550.12710473748,546436.4741261367
32,484887.8468341637,408653.7186951564
33,2033752.2571528663,1203463.2147141423
34,405119.10094700934,487872.26660393726
35,164091.00700822094,520000.9639725497
36,233868.04443853284,306412.4385957149
37,1381614.1760450862,1687965.9777486955
38,679118.7095120178,674579.2477634513
39,2632630.0145583167,702615.1920439653
40,156199.57756472303,1595852.6259468691
41,143871.45565622972,1119676.2202591156
42,326218.17419025156,1420427.582611247
43,182282.33831124275,959190.5961697329
44,116317.47295634364,778236.4317845344
45,489661.4701500205,700390.8307343554
46,223757.11373138858,879755.3219269528
47,340212.6878702858,644463.4955098669
48,335799.1109191821,2317822.63286541
49,741835.9403526258,986137.6578144849
50,1171393.425231448,778062.4293872331
51,418613.9572857111,517987.98079212895
52,786405.1100750702,922889.6460114543
53,1334264.485665138,4112272.2607794227
54,941966.4853470961,975252.4202349747
55,905743.6571483576,1664279.5237181215
56,2673000.1446105656,893685.1846279949
57,657869.3176561163,904318.4461352957
58,703752.9081408719,3322939.685320273
59,1002994.894997894,1285809.4556151796
60,851099.4930690005,828756.6992092653
61,114447.89038036701,280803.3597051709
62,90014.03371168446,1773955.7207978514
63,221572.2562721395,1662809.4349439484
64,298381.0374279121,320010.28265044425
65,1173314.6130616157,746163.112635409
66,1017459.0219413273,597181.0788908757
67,1112965.94700229,674908.6086910478
68,661482.6799539105,749312.0586208488
69,285027.09143112955,279440.22383905784
70,434427.0640427737,469215.08525925205
71,3744961.046782383,1195864.0004592487
72,1461889.0711115235,785332.7725163514
73,687196.8629867408,253901.44773727606
74,846740.008361912,397037.59576880786
75,205599.67141869798,2500167.981416925
76,129089.00977722721,247452.716646098
77,184080.84697501978,591816.5876868103
78,50694.65464279636,150648.2360368889
79,59376.538333220095,247664.893625792
80,421184.07432800054,221058.38503195017
81,199341.37245018128,214029.69349411668
82,788131.2003245964,553349.8162253484
83,247783.10295054724,330947.4668194559
84,108968.30220612766,245748.78541458453
85,400212.93128907116,443206.25633254345
86,386516.4280634122,388607.5419363967
87,234400.2028027,189563.21733690807
88,252228.5465226663,85575.93453375986
89,318011.59694132174,260764.71463093592
90,204298.13397925245,155117.53066974517
91,397193.86962785356,101201.08682885999
92,953979.3339363685,548426.9355196322
93,183708.0843150121,217820.40059835624
94,604938.4536601604,189981.62038241953
95,189332.96943255843,219377.49496372972
96,181785.9490378477,330791.54421643424
97,6014837.938732301,12734582.338895973
98,386020.8978486047,1928098.386076567
99,960792.9444408738,1091404.4096569382
100,2186372.2688297606,1025262.0861419424
101,146713.52870579588,375768.51673521684
102,279978.11917263124,444192.0878515846
103,91327.6594202593,587647.4247778007
104,278146.92495735263,333621.2938343647
105,1283072.5853074752,524792.2236281821
106,88024.27620953586,271159.16005102836
107,729424.6685396958,1106072.496686059
108,1819776.3958116288,7060893.339478888
109,350718.6875356057,585595.7812957267
110,175980.50075271234,707176.155331029
111,780639.2925252148,969839.5880226851
112,289419.10437847005,134871.05449134146
113,661408.1100914308,414730.4718716017
114,247853.44666753404,386802.3329048182
115,273149.75455847883,393666.1545275794
116,111303.12970361201,627108.7063471818
117,98052.69898330736,586281.763705658
118,142046.80440607033,191232.615498044
119,200300.6227669258,574753.0631673486
120,46358.72599396591,154894.72561064252
121,304790.61998991296,615371.0561223165
122,279946.27138233586,616094.4743735676
123,5748924.050605715,557999.845787381
124,171038.1465264195,303206.53882258397
125,249244.02707815962,560990.2125346618
126,126590.63719397415,173309.0391821002
127,367553.3785057192,481219.8875020211
128,124377.6564462029,2089222.3330249325
129,503436.69028979103,1959278.1138302367
130,125807.04546205413,585035.4075314113
131,216579.43285469484,331089.9288388925
132,137159.75970423312,2636181.8207138875
133,580785.3522592657,599485.8197417107
134,2370258.330638014,2038812.3251423026
135,404590.5074532539,285338.7721710463
136,369764.59358392615,364339.52408922464
137,219294.458703336,477084.97157453734
138,372575.7812783667,380130.7251254531
139,1623621.9401956592,1064729.6306152144
140,899552.0496797863,473250.36944053305
141,1073754.1486193337,473375.7730945326
142,26905.292952744272,152054.74657112733
143,2475187.713470054,3315944.246367588
144,150426.7818020588,677585.2903518518
145,731432.0029222023,6315023.392727724
146,6489876.265491813,2896882.5875127083
147,3202202.152073089,7680151.370364904
148,2342036.599945737,1107083.5589896357
149,358107.1078528279,487570.64453043183
150,339395.20350842515,534440.4034083328
151,1001210.7002499652,455712.68910284806
152,304166.40606377943,191554.72208022323
153,323645.3602826861,351403.29291880893
154,471114.0144792595,1388339.4805923046
155,430009.81371845334,788815.7849551943
156,1111638.7517112945,1715384.2980613436
157,7585672.900539976,3547199.3467475143
158,324985.5963775167,604009.0162370945
159,3023107.2109352606,1881566.7438590091
160,224394.35213400904,1408836.9961281444
161,3139828.4071131265,7328143.77144436
162,1774614.5677185804,281202.1910114776
163,1550756.152711336,3442343.624941337
164,2546587.1258133105,1004577.881734216
165,5985244.729055404,3367213.045569527
166,593490.9105312753,714734.8076878575
167,391512.11332294764,597917.675174562
168,807212.7871509551,804231.1789049503
169,1172133.2625771014,443972.85402642726
170,1431443.9378369364,1481936.097710898
171,379147.2296103828,176163.71582658467
172,2747854.394071331,1779917.1926428434
173,363499.41829675506,2761947.879664322
174,1103488.161857325,1217852.6864236847
175,256362.90627595913,400779.0555329718
176,3257475.184925545,1578877.8728799804
177,1531362.9421079322,1356671.4698760905
178,746275.339243601,616325.3152445448
179,558162.2364444168,976030.6856337948
180,1583771.1369665256,1290181.2603050866
181,522459.13120165595,824318.196566117
182,350231.1521948019,342973.60946890735
183,573250.9435178249,1073305.072283456
184,549400.9881511985,955892.7095080509
185,616342.5292086217,990075.4449999598
186,684365.3165303414,1438257.3830656982
187,934863.9971436528,4520590.586396517
188,1259521.3509094466,509003.191948841
189,526696.3823796343,963582.2677121167
190,414984.56796623627,934874.8813293454
191,1254953.25313778,1365959.5436212437
192,1218337.9755212117,1221848.4418572164
193,2339509.2208769303,1354623.297839947
194,633280.5484602279,359118.1498539109
195,1578334.6895039275,1053489.092805582
196,1291048.3009804252,856472.6406351574
197,932937.0321647618,1959989.426953359
198,484124.380992351,2412213.749219307
199,1661273.7788896374,7323033.896014289
200,117622.07695609384,438383.9225991775
201,759294.1742989656,1534457.4938203588
202,327734.747921721,1350240.3616753314
203,366727.3213230741,389029.2520741656
204,564912.5132870754,632119.8553563291
205,336285.22355187073,697910.3870322808
206,517107.68367486197,1414109.1420447964
207,140960.27157228932,731523.9125229432
208,243301.6186564821,145735.24399005622
209,291157.2392469955,1717987.5452532892
210,121361.88035534824,466026.4684655561
211,291788.5580265004,1099916.1184827345
212,330108.8179981441,535151.5480856895
213,944274.3678432925,688299.5067576247
214,182926.87013835047,439688.0953792181
215,1164805.5724541424,834165.4461825549
216,170809.16819002206,209505.2893805027
217,237794.20499279536,2199555.651347043
218,765557.6438700922,1049388.3010072669
219,665541.5145039712,799983.0096523752
220,931707.1180815385,833176.3804298434
221,283350.5017836684,465214.57598191814
222,559475.5475221843,727285.6341310792
223,234037.88309230297,314543.5198093866
224,327295.57542299706,1347116.95288233
225,147168.16225113324,219297.2255057324
226,216768.5793355852,205079.66964449993
227,529807.6642139148,456249.5238692445
228,118334.78474853965,334578.5713084693
229,89741.95093071357,178800.498607433
230,1172558.123548114,853887.4798400373
231,348924.5595797559,653451.8043728366
232,158615.91092602402,254630.79974855235
233,206743.5211190795,226261.7833652829
234,494029.5267528849,345493.6642775375
235,228438.99594252263,1382145.1624302864
236,504601.3090157671,313084.5662883046
237,199645.83031408832,198293.41044397623
238,182853.6385145485,173483.3145291001
239,121864.8986920509,229033.73250056428
240,109495.32906927733,317916.63045890635
241,339125.6584800952,621528.7735610195
242,115676.2119734552,244765.0335679946
243,7375867.502299546,1567095.26001044
244,622982.6574628038,1469831.118510774
245,26975.275113539323,104440.73323779431
246,104633.84924148407,362020.0527156803
247,139729.30735890556,498544.8859532217
248,685214.0026999809,378213.1349726804
249,81392.62002127062,85488.36029223149
250,129375.30086815383,209290.75399971163
