idx,id_ags,gen,geom_as_text,fl_km2
24,8416000,Tübingen,"MULTIPOLYGON(((508649.225443457 5363799.27300701,510901.887171793 5362396.62867645,508686.014573277 5358844.99219396,509588.792502425 5357755.81519526,505411.615644816 5356624.27220397,504301.510477531 5356996.49302484,505288.464667389 5358205.08860306,503294.789497901 5357753.29969046,500346.456813428 5358062.37929965,500059.745215966 5359327.9999719,496607.33411559 5358634.77609587,495278.775243048 5359765.15235853,494612.55200392 5359691.55893445,490326.841154897 5360662.8566538,490480.643574424 5362698.80253146,490372.044098218 5362639.55677633,487535.015761071 5361418.93838681,483281.549380296 5362594.20798086,483001.845048033 5365068.54158104,486563.17397863 5367524.74972313,481955.363211997 5372364.59102908,482935.725411371 5374329.12491091,484111.609029473 5374220.29342001,488111.461607836 5371778.07571234,488674.874681385 5371895.58409024,490025.876084795 5373689.14854567,488997.255248972 5376020.94077613,491396.43634403 5376417.95690924,491766.834367834 5378640.91918821,495957.502644087 5379384.42376104,496254.988832924 5381558.93940547,498378.19968489 5381935.64198827,502566.818220371 5380418.86929925,503180.70735969 5381683.26164664,505836.753062744 5381746.36736866,507177.346287431 5385433.78543061,509523.475388485 5383140.06628246,509297.720745539 5381017.00252457,509266.947044055 5379285.83078578,512643.79847194 5377280.04012864,512135.608619297 5374442.54212748,510462.874453366 5374503.51895741,510978.085825959 5371927.7961444,509259.318246859 5368649.93070143,510356.645610549 5367090.79430707,508649.225443457 5363799.27300701)))",519.616342444617
25,8417000,Zollernalbkreis,"MULTIPOLYGON(((508288.003780805 5342587.66210527,513837.855558928 5339640.10065646,512864.058117964 5333453.96153799,511848.369294564 5331254.69440523,508300.810939445 5333751.00829338,505453.960652864 5332994.51080944,502487.699005889 5334666.02880151,500799.636960334 5334032.97233764,499898.838407129 5332433.5674272,498802.435150501 5330087.65617111,496677.159637023 5329629.52136995,496557.950634151 5328224.99523081,495472.086351642 5327813.0607375,492176.322305401 5328151.3854154,489960.370920035 5331341.94114388,489753.87300955 5331860.38455282,488205.688780992 5332988.94281369,487204.309649956 5335327.9897565,486244.309000616 5336232.75596801,484588.522782656 5336756.45524742,482848.054327081 5336633.76930405,481500.707775387 5334062.58999381,479130.563988128 5336519.38028421,480993.388269189 5338663.47885013,479506.315379936 5339339.50964226,477965.343660765 5341079.83614482,478617.587048567 5342119.70197366,478156.87602373 5345129.64506588,475230.906773921 5346229.09861608,476520.704597518 5347557.74135177,473954.259798054 5348950.18801801,474941.6100758 5349638.20847029,479141.358939423 5351351.86996404,477270.228326023 5352857.67638952,480214.110116478 5354549.48699546,480538.928254746 5358345.54716867,482128.764576763 5358857.00925428,482722.082781866 5361896.98679765,483281.549380296 5362594.20798086,487535.015761071 5361418.93838681,490372.044098218 5362639.55677633,490480.643574424 5362698.80253146,490326.841154897 5360662.8566538,494612.55200392 5359691.55893445,495278.775243048 5359765.15235853,496607.33411559 5358634.77609587,500059.745215966 5359327.9999719,500346.456813428 5358062.37929965,503294.789497901 5357753.29969046,505288.464667389 5358205.08860306,504301.510477531 5356996.49302484,505411.615644816 5356624.27220397,509588.792502425 5357755.81519526,513277.045722648 5357174.03015078,512901.668894549 5354591.53597625,516340.219484397 5353955.00450873,515616.758163357 5350486.5634224,511987.465487613 5351078.58127906,513875.594092512 5347531.66658084,513560.564265614 5346309.88781948,507976.806630549 5344325.40164791,508288.003780805 5342587.66210527)))",916.38384910809
26,13076000,Ludwigslust-Parchim,"MULTIPOLYGON(((701277.130345428 5912271.08171078,701143.099885955 5909848.64276434,698169.100085295 5909675.35209044,696979.36561701 5906802.02231493,695078.722088707 5906716.61930851,694590.304543249 5906647.45907309,693196.773479712 5907184.23037126,690927.141386082 5903704.93816662,687640.383311782 5904207.59547115,686496.846990655 5904086.19288714,689080.443520542 5901829.01508996,686840.082221095 5901149.66400081,682653.853218269 5900025.22834612,681171.628364826 5901537.27995766,679861.45038016 5902865.90141735,675481.638207117 5902424.84731297,671292.646893014 5899052.5367892,671259.534142876 5894843.64774764,671752.425167383 5893830.6303509,669587.711018934 5889212.76057198,667438.927530752 5888699.29609217,664504.286296144 5890702.42419204,661982.22691594 5890689.79992315,660237.860408704 5890525.52509485,660048.470555345 5889834.14655275,660223.939153359 5887218.47858587,656452.609516799 5887483.528838,651614.20191105 5888238.18909121,649170.416389141 5890436.37911903,646978.588894997 5889673.55096355,645216.62394315 5891899.19454954,646668.631921434 5894569.14096254,639267.638240587 5898625.85194862,633968.846065173 5905466.96711789,632377.778953288 5911204.97158394,628258.213647325 5912737.10416463,627697.957076593 5912695.23004354,625258.682208071 5909639.87274755,624276.581344459 5910261.21363022,622325.757067195 5907768.33055694,620141.088621863 5908767.44919265,616082.69794529 5911677.47683937,613314.472643522 5914718.38764838,609827.421620606 5914570.16792088,606137.989223188 5913941.35400772,607603.732471037 5919378.12046684,607518.901727792 5919788.03691656,607985.159005657 5922823.64450954,608555.217657321 5924246.84666388,611596.422087146 5924490.00475232,612412.916994873 5924237.26127022,612928.376503014 5926822.47816715,616520.887550254 5927481.50685029,618302.080454461 5930081.51743594,618361.587865158 5930246.79647545,620967.549927965 5930971.0834242,621307.796912547 5934404.66813886,620709.79320727 5937514.25372169,621817.240464981 5937857.70087554,623359.787115911 5936694.84253268,626545.060499196 5937666.16068408,627499.27194789 5943302.01224361,627597.656578333 5943943.01350791,629018.077862514 5946087.3608701,631655.695195137 5944985.49408499,632272.850884081 5944651.62584743,633226.208343639 5941191.73657791,636726.345099551 5941504.32133637,639076.878777893 5941725.5086812,639989.140334333 5939844.75939611,642069.281257238 5939804.17636225,642371.767882883 5937489.3033147,645636.13823681 5939199.33623696,646052.254641243 5941421.55068651,648270.077582903 5941528.8228264,648358.839374252 5940029.24291353,649594.3477263 5941145.54258793,651088.447038309 5940141.17406903,652145.960917086 5940638.91912909,652247.247305358 5941839.29017563,653221.003761517 5943909.4998304,651698.534913713 5943780.82674791,652544.467963527 5945328.19356003,650748.181764406 5946868.86299856,652131.566945287 5947371.60492802,653895.318897811 5946555.35580407,655982.523284684 5944324.83691163,655952.429986767 5943832.99368455,655993.712127374 5940915.48714783,657592.854124455 5939188.88036228,656829.544247472 5936782.59247655,660638.05552597 5935666.76963109,663088.516697872 5936291.05055341,664487.685834874 5937277.1548451,662217.058310543 5938816.70774846,664690.766963776 5939647.08563015,665606.286243435 5944370.81582051,663532.19299328 5950902.27733003,661773.542035643 5950781.36575757,661814.039762194 5952197.43291256,664085.235137254 5952017.36313475,664319.788389987 5954218.72300388,664408.911127551 5958977.33478084,664435.048622466 5960969.92734187,666727.172667552 5960788.44931418,666216.812857193 5959831.32531406,669345.908843805 5960674.07892004,671483.762022932 5960045.28007886,673164.836444221 5960097.6932322,673944.97327001 5961987.83217637,675444.01902671 5960011.07331698,675670.725468258 5962608.32973008,677683.408339323 5962127.94055906,678957.029076288 5964373.11672686,682180.310991556 5962392.65880848,681442.214142386 5961241.4365407,683751.959955688 5961408.66895632,684348.798412288 5961650.68997708,689969.737984265 5958332.18109522,695569.786405135 5958729.50074945,697478.834574261 5958333.62495894,696259.01452254 5957535.23085465,700489.342708081 5955374.94268304,700326.806077991 5954425.31713558,699870.400684168 5953530.87452575,701059.415485514 5951668.22234762,704286.101808833 5948296.44772888,706205.960519909 5948839.55490751,707541.796084097 5947588.24562261,711425.627632068 5948490.4788916,712323.489197526 5944168.27516487,713550.161448557 5943497.80650763,715060.179047768 5942866.49817174,718884.601336721 5940507.98574311,718916.003836523 5932801.60788047,721009.652962341 5930627.07958659,723183.187064744 5930889.69418739,722164.850070416 5929732.77435135,721160.507735202 5927979.81799951,719282.983965759 5924740.94723649,720446.585582841 5921394.21851702,719985.630272212 5921195.05831653,717826.693557767 5919428.97841951,720338.619696398 5918126.77401047,718932.176740043 5916771.31158059,720823.75486359 5917123.66853337,722588.121542048 5914402.20520462,721912.951329323 5912824.44333917,721453.132676582 5913169.68957226,717119.23864937 5913260.63334249,714898.159165839 5916975.80828002,713775.650277471 5916368.0619234,710942.579322047 5914676.56558701,708895.445814848 5917070.63868116,708626.899048158 5915611.94979036,705825.38593427 5915091.51862396,704739.959592767 5917777.51623285,703953.208129286 5917780.97765553,703671.218226193 5917957.97127657,702586.661961924 5917863.44103022,703491.517642297 5915490.68759435,700718.42687168 5913710.70946106,701277.130345428 5912271.08171078)))",4767.08691014206
27,5974000,Soest,"MULTIPOLYGON(((419085.508811409 5707960.0798998,419563.520251479 5709258.85302889,418730.812303784 5714825.48816399,424526.728201811 5716439.45035517,427637.085173553 5725116.4586082,430682.159736802 5725279.37735469,427059.774402083 5728264.21089699,429313.997039281 5730656.79433928,437625.804285595 5728289.27587249,439394.290507042 5729945.99086203,445516.664620819 5727598.07566086,444303.733710828 5723698.7422618,448186.400551638 5723499.48776428,451244.09571411 5725299.86353082,453042.510228015 5730749.79568094,455076.107185444 5730475.69110553,458767.44868467 5729993.44053197,463258.695950927 5730151.78915389,463953.392099096 5726307.10001262,470480.903398966 5723371.74132933,471153.148127248 5719158.32015752,463698.629722883 5713260.21699631,468598.639341053 5701946.42776883,463121.840391774 5698245.08716496,459547.285800917 5695141.91780703,457647.963130771 5695331.38918856,455869.179196263 5694080.66791568,451190.094682164 5693263.14399078,449648.063650863 5695316.037896,444960.549678446 5695799.47015768,444494.588079681 5697007.93753529,438814.357810577 5700140.83485337,434032.835805174 5700028.48385645,431308.500336042 5702297.89905576,427230.855696297 5702167.88712683,424884.555905096 5704056.72412855,423993.839044019 5705040.42105149,421061.112860894 5701464.8900144,419280.115479873 5703682.42977328,419085.508811409 5707960.0798998)))",1328.58273623475
28,7313000,Landau in der Pfalz,"MULTIPOLYGON(((428469.982069885 5449373.21881931,430220.573331881 5450230.78575323,430729.481158512 5450385.39059253,431918.313296684 5450503.10154553,431377.76817532 5452546.36530966,432625.847974655 5453424.48384149,434939.803351494 5453839.58751555,437083.779898481 5453093.85989778,438276.745369722 5453205.61053534,438584.970409548 5452956.93904215,438599.235330967 5450772.73706166,440333.656613504 5450915.70461815,440036.281873639 5446538.62968208,439875.791882361 5446078.21342863,436770.922661061 5446861.99924112,434876.105575648 5447171.75578134,433767.174401749 5445278.35333817,431750.571262925 5445191.46269016,431382.836808235 5446860.17271703,432275.295956722 5448581.07790637,428645.316299488 5449262.83666233,428469.982069885 5449373.21881931)),((417969.708741904 5459540.56237752,417698.624313014 5462903.9743687,422711.767981764 5462348.05895409,423699.148954215 5461526.32871155,425390.855628851 5460465.3703637,425336.131354138 5459479.02679914,425220.868717581 5457326.73039312,424203.006987629 5456758.55997089,421984.533705655 5459029.93861319,423432.44511621 5459824.27616938,421355.759263898 5459490.99858703,418584.67234932 5458695.47165256,417969.708741904 5459540.56237752)),((425296.297746204 5447206.74120788,425954.536230031 5448500.72718902,426021.524402583 5448550.13163136,426769.925508318 5447721.50364411,426545.919303303 5446805.64090118,425296.297746204 5447206.74120788)))",82.9142233644007
29,10043000,Neunkirchen,"MULTIPOLYGON(((362411.356604219 5464263.51772582,362944.101554469 5465189.19059867,363005.474445591 5466549.1425621,361021.874981469 5467764.9440022,359211.181973332 5465997.21023424,356485.798611865 5468275.55970589,356225.877109904 5468218.04654318,354784.479855376 5469291.19772367,352193.188123083 5469097.40087449,350784.265638762 5471472.95180383,348905.768142554 5475567.62220959,350048.018295346 5477198.67260156,354228.525518861 5477953.24621566,354596.527389117 5478058.06027661,358906.647792427 5475555.45348594,361459.191629595 5475310.05980589,362290.623916431 5475880.86212937,364346.165446577 5477000.69816848,365747.292435732 5475365.29910435,370102.034614612 5478055.2024276,373300.604795479 5476889.38749235,375975.871991182 5474963.93659913,376143.143734078 5474239.11192259,373870.982562167 5473051.83056464,370745.018207678 5469456.42944956,374045.735780728 5464832.68856915,367861.548466117 5460982.92619284,368238.674345536 5463000.69830935,366353.392949645 5462007.34130313,363133.310257002 5463570.40661688,362411.356604219 5464263.51772582)))",248.094943264431
30,10044000,Saarlouis,"MULTIPOLYGON(((344155.907962037 5461436.3494522,344020.008715114 5459917.67173457,341401.689872463 5459726.07663011,342739.415016461 5458215.64478827,339699.084343581 5455799.89815477,334225.565466404 5454276.82706287,333961.864729745 5454538.36020799,331780.102337956 5454518.95288345,329835.923385825 5461624.63192339,326625.043009067 5463692.62045006,325308.43949915 5466928.64633745,323078.342264471 5469877.15294714,324834.560476182 5469135.17635272,325916.103507441 5471032.02866297,321434.406897945 5475423.96420794,322824.427600154 5476928.51004871,324898.661344457 5474627.96243748,329006.307657935 5475857.90176248,330366.42551711 5474431.80043947,332837.636671286 5471382.24685972,336491.134272666 5473826.16026149,340341.222994662 5476013.96683598,340397.591870508 5480777.13841368,341027.181925222 5481999.21586237,346074.173235803 5482956.33315952,348691.792524419 5485328.99755481,349811.416313378 5483813.64894125,348785.433321808 5482769.53949966,350459.776041345 5481917.15623475,352890.869000685 5483501.32631824,354228.525518861 5477953.24621566,350048.018295346 5477198.67260156,348905.768142554 5475567.62220959,350784.265638762 5471472.95180383,349116.685470194 5470462.17641099,344856.764090224 5468358.95939032,345592.195809945 5465994.20703776,345451.484289942 5465835.14299485,345941.602855003 5463054.01678452,344155.907962037 5461436.3494522)))",458.958673599382
31,10045000,Saarpfalz-Kreis,"MULTIPOLYGON(((376727.653676397 5443219.8269336,375448.705063851 5441632.35882709,371976.369869544 5443402.59742766,368507.414840912 5441821.9366133,367632.919649029 5443630.09454348,366010.816683961 5443181.66631656,361714.184803371 5444570.78552041,361545.298386558 5446533.52605868,363649.157979052 5448329.69500944,362401.561583369 5448760.50417135,364353.088472212 5452892.40031613,363847.32966258 5455855.97894017,362592.308373787 5457821.35818224,360725.170525943 5456509.36293807,359067.650244699 5459434.69778268,363133.310257002 5463570.40661688,366353.392949645 5462007.34130313,368238.674345536 5463000.69830935,367861.548466117 5460982.92619284,374045.735780728 5464832.68856915,370745.018207678 5469456.42944956,373870.982562167 5473051.83056464,376143.143734078 5474239.11192259,376578.698211023 5473150.06857426,376843.37435753 5471909.67946668,380659.757891285 5470974.30753924,381422.123404955 5469113.46136814,383550.651488034 5470053.04118134,383988.838862264 5469562.47029032,383763.769667385 5466116.44361311,382108.106252446 5464339.2838838,383317.040150213 5463863.96588744,381799.812445327 5460176.63320606,378861.085644634 5459726.72771841,378066.141076516 5456391.836903,377188.331509026 5457399.6353026,375431.551097707 5454499.32563326,377614.783791182 5449879.7861834,381075.099093174 5446685.49687766,380591.572486728 5444659.66469329,378197.898643126 5444892.3442811,376727.653676397 5443219.8269336)))",418.886696091853
32,10046000,St. Wendel,"MULTIPOLYGON(((375622.081426455 5485104.69565038,375971.150264386 5484346.60607494,375286.931195572 5482717.40907612,376639.872065827 5482606.00471242,377201.328983034 5481552.9259167,376778.127578776 5480645.59238915,375856.493030796 5479747.48513414,372890.934742546 5478461.95443706,373300.604795479 5476889.38749235,370102.034614612 5478055.2024276,365747.292435732 5475365.29910435,364346.165446577 5477000.69816848,362290.623916431 5475880.86212937,361459.191629595 5475310.05980589,358906.647792427 5475555.45348594,354596.527389117 5478058.06027661,354228.525518861 5477953.24621566,352890.869000685 5483501.32631824,350459.776041345 5481917.15623475,348785.433321808 5482769.53949966,349811.416313378 5483813.64894125,348691.792524419 5485328.99755481,352000.023821131 5486365.31711862,352346.404727865 5495913.69775727,348628.458807513 5495223.06947783,347683.919710141 5497785.93660614,350434.69988632 5497599.64079268,350853.877143329 5498365.96571846,350721.597008736 5499660.06196184,354978.508819217 5500038.71089719,354532.37980116 5498411.26537047,355650.042450533 5499510.45582339,356171.937308968 5499341.29807774,357621.458257278 5500410.41741694,361272.625788314 5497272.98017,363290.052873261 5495739.33024272,367150.916116291 5495620.19155397,368033.684863623 5495656.71022238,368943.506620981 5493066.22862418,370597.577263781 5493156.93765706,370602.093366129 5492225.48951013,372804.990580254 5492195.61502726,373445.09288677 5492781.35458066,374858.984280075 5493828.55224447,374466.927652765 5492339.49477949,375227.939384648 5491260.81577806,375341.049476427 5489873.40829533,377143.059610343 5488296.26905242,377526.765718765 5486634.71411059,375622.081426455 5485104.69565038)))",476.306403145203
33,11000000,Berlin,"MULTIPOLYGON(((779668.564246912 5834388.54983559,781983.141159788 5835799.73804222,785649.818635334 5834736.69566003,784481.507501035 5836854.67094902,786807.172702569 5839303.37354626,788567.606999729 5839311.34078186,789602.317785257 5843149.36256018,791459.896291739 5842880.08344706,791502.198494396 5841294.62228012,791143.631273279 5839535.23904853,794015.990611702 5839396.01382004,797504.30312506 5842221.70712488,799885.621415649 5841175.56679369,802534.332659708 5843184.02468112,800940.000105923 5844053.87761062,802754.454786378 5845363.76469433,805943.943023682 5842436.65426861,804616.995713623 5838823.12875764,805304.286380464 5836455.15247746,808584.642613076 5835761.89924056,810841.239763082 5831927.24307347,812594.996885915 5831566.4982546,815819.667612538 5830170.73431755,815962.49490357 5829727.04960757,813165.29860295 5823388.75592119,816904.139313545 5824024.3953479,820673.859317387 5822306.56441091,822951.344421479 5821454.09462577,823488.202293162 5820345.63973784,822013.327093078 5819890.04854776,822262.806501711 5816913.43459648,818938.982022254 5814296.94676123,819824.422361827 5813468.31377316,816833.931980848 5808986.3269947,815729.346843352 5809761.22400707,816299.801387793 5812218.18086292,814914.039970855 5813587.12991031,813534.785285205 5812739.03779078,813425.217867004 5813036.21374165,812433.415121534 5814810.06134751,804746.14272201 5814530.71964653,803382.741558989 5817193.97828958,800496.34533065 5815821.808674,800875.923173924 5812088.71686817,798656.015833352 5812145.30861014,795351.531733666 5815699.40472126,793305.127826978 5814189.64988345,792116.939145486 5816044.71490861,789046.36765594 5814581.70462844,788667.711987431 5816325.76317251,787072.972649262 5816182.62313262,783756.877599675 5813469.93156128,783408.076238025 5813060.8519475,781079.145658015 5812140.72477083,781361.126601752 5813426.70617124,777974.129280725 5815575.62960649,780191.232834653 5817832.3816761,779206.742296156 5820825.79841126,781890.04090682 5824967.42432642,782702.394739059 5825940.29206512,779331.12987376 5826512.85704487,779684.109118835 5829521.82879169,781385.071473824 5832852.21389952,779668.564246912 5834388.54983559)))",893.057013869705
34,12051000,Brandenburg an der Havel,"MULTIPOLYGON(((728429.756440358 5815600.6852332,732900.271250436 5817523.75767258,733281.381751868 5812824.18575783,734067.531952972 5817058.96820758,735626.254053253 5816736.65608425,738658.361317998 5819683.63367533,738997.692309845 5817239.84505546,741944.946272967 5816760.97734575,742169.626774842 5820015.68326195,744261.166380177 5820771.11321391,744764.432969895 5821999.57278287,746783.402566365 5821985.38715317,747854.896228296 5821091.00466076,748250.514545645 5822541.27503725,749553.966669346 5823302.01555723,751390.726082847 5824455.64827058,750141.195483631 5822247.17778764,747803.006760977 5820988.76970606,744800.035478101 5821090.98032056,742728.179851475 5816853.93406077,745918.499527056 5818191.41109766,751755.464516933 5817072.83191674,749501.624640417 5816174.71551993,750724.015022241 5813973.82448808,748725.653685945 5810854.27510005,745729.207799459 5810879.7112969,744747.350431444 5805813.31262758,740811.072712108 5806247.50268061,738484.25641706 5802648.67137447,737682.455316896 5802922.06433547,733057.196180383 5801192.14065508,732137.387192568 5805151.60558437,730745.378536178 5809704.70632035,730371.975692715 5814754.84617574,728809.269701149 5813992.83237256,728429.756440358 5815600.6852332)),((752515.04228011 5827601.67222728,752085.204282431 5825928.35294475,751829.245556435 5824926.60570887,751460.522708263 5826110.25784039,752515.04228011 5827601.67222728)))",229.45889108857
35,14628000,Sächsische Schweiz-Osterzgebirge,"MULTIPOLYGON(((867990.570841307 5650373.0368594,867520.659635105 5647180.93691129,862442.75648974 5644935.5768233,861130.027641133 5643922.84327721,854971.596024488 5640833.09081579,851431.482207539 5641686.05351126,848056.005515331 5638107.32122987,845055.285874468 5637828.48910215,845504.48615418 5632859.68788041,842948.831616303 5632514.80953637,842599.994756885 5630728.6102757,835706.672685821 5631251.22745032,832182.339366516 5628917.54378689,828732.351028406 5630229.92647357,828257.92294687 5630167.95813707,824160.722058628 5634756.19631378,822516.70961076 5634442.60561215,820706.050649968 5636040.47698963,822365.884439746 5638804.31395685,818314.942460938 5640406.00959956,817134.387828987 5641645.81746643,817736.695516296 5643528.64535747,813275.46853328 5650787.55900671,812953.076066848 5652864.49172676,811087.11505726 5653425.88027818,813302.431092307 5655750.17606084,814053.711399701 5656943.44780982,814052.44868771 5657700.16058092,811167.969810216 5657446.29201938,812056.669405359 5661644.43900234,809989.456495208 5662937.03307318,810563.437144004 5665309.26506391,814192.110586641 5666806.85604436,820880.56267472 5666997.05085621,821238.017192157 5664743.75981641,823353.499077649 5663649.44953278,827282.955600298 5664172.98811157,827204.567808918 5662111.36010588,829313.024458316 5660625.99232413,832235.167258377 5661463.92486492,834766.353910025 5659298.5922054,836330.708537959 5658209.92169654,838407.958644362 5658368.27376528,840883.564733991 5660283.50312098,842783.912406354 5659235.66887404,844466.912465771 5663172.39203917,846326.273809135 5663110.92651223,847881.203499275 5668413.28460179,853181.194119517 5669545.4684942,853434.074461254 5671400.84639874,857315.645142793 5670287.15555659,859371.311939657 5672359.76064162,861593.899825122 5669930.2199164,862823.29115342 5671727.44418382,866786.058035579 5671564.58996393,868023.662338552 5669663.14752207,869704.48357775 5671300.25111707,872666.923389798 5670847.32491881,872601.691669336 5669373.38012297,869634.013821751 5667492.36375111,870613.575976271 5666132.12611252,868976.122356285 5661662.11927897,870974.900677116 5660577.91459557,873557.48878907 5661698.76965594,872980.318846046 5658127.45305397,879411.998630166 5656307.76403047,878753.29330846 5652440.80505678,873596.26481086 5650715.70726723,867990.570841307 5650373.0368594)))",1657.11961411992
36,14729000,Leipzig,"MULTIPOLYGON(((747500.187130937 5655626.68172683,748157.484417816 5658483.05634863,745988.646577968 5657602.00571828,745533.298940985 5661050.37928059,745329.825576277 5662784.76124733,743158.10204185 5662711.96530496,742201.082753533 5664917.86515462,741626.96796797 5664063.07545536,738905.196076261 5663460.98781139,735904.687823436 5663962.64003245,734697.245936826 5665866.82557518,729923.107410373 5665176.50017501,725470.670504302 5666983.51574558,726778.935231397 5669253.34662511,723566.110751757 5670463.75286301,723887.801138015 5672839.81436884,724545.188117077 5675139.12455161,721883.838023567 5674781.37406734,722252.606248093 5675749.21250739,723836.139941476 5678525.31629021,723329.504483935 5681202.99590597,721156.329853643 5685239.74694395,719974.885060327 5687970.28314836,719322.917048783 5690112.51865945,722459.015290665 5691646.12181636,725838.849705004 5693571.60119661,727033.615397633 5692082.88860163,725602.714810027 5690113.38789682,728777.308267452 5686194.89464396,726614.303466585 5686683.33782847,727008.538500837 5683617.13830201,727482.8680921 5681381.71748339,731259.544337258 5682048.79472039,731844.390280448 5683663.03024996,733546.808361811 5688113.17347403,736462.480761624 5686427.40178581,740381.553623319 5686898.25063748,740544.819819611 5685332.29167518,743361.956473308 5684257.29819508,744306.601194975 5689427.31248919,746668.620488382 5689843.29415579,746813.266246962 5691824.23663611,743564.401554982 5695727.47195987,748336.539592064 5697580.15304321,748836.059739464 5698176.30774987,751345.584370987 5698580.43928384,753915.755380889 5702901.88403319,753375.912944048 5704069.58486713,755836.089384165 5706481.93178135,758049.840529806 5705884.55898268,762321.160289255 5708237.21831844,765023.324059259 5707371.4804962,766459.010013146 5706771.07178121,772624.947785037 5704205.76786727,773914.808012254 5701108.12109827,771582.991172439 5701493.83018119,771510.96698507 5699980.83906092,774117.010753377 5697950.98205862,773529.943928765 5696250.07934462,771461.04150813 5695638.60484737,771668.331441241 5694081.26915501,772265.534946865 5692900.54853762,769728.883419239 5690970.36286699,773905.695616218 5687167.54980695,774268.720939524 5684653.75149991,772762.118330284 5682602.5212084,774146.638586788 5681417.81750473,771975.090103702 5680231.7083105,769848.138348556 5675160.69506758,769401.243721715 5673598.0113796,772459.676974192 5671665.09205728,772297.077857645 5667847.42250425,771259.46378583 5667055.01098167,766862.832094028 5666927.4253919,766053.898683275 5668369.41547291,762784.111277459 5668261.64535768,761732.24907295 5667139.46034158,760380.692490892 5663320.92207146,761495.980987722 5660635.29577183,760282.708016271 5659322.98744158,761538.36166167 5658586.2453612,761827.954595957 5656224.00806153,759971.594052504 5657154.77419778,758709.23413466 5654642.38484599,757391.961508685 5654841.95905324,753898.222829083 5653919.76406026,753122.306901564 5655657.69922372,751529.180975184 5653890.73733436,747500.187130937 5655626.68172683)))",1652.73180340335
37,9186000,Pfaffenhofen an der Ilm,"MULTIPOLYGON(((688340.152618057 5372955.60052708,686935.442033839 5371518.73655363,687424.368661185 5370554.22902559,684384.532033912 5368265.79364479,681194.957609641 5367269.39881228,680818.590016512 5365105.96334055,679154.263032173 5364653.21252169,678290.071091964 5364618.65252845,677528.351034367 5366640.11919249,676138.316733846 5366172.56243054,676703.095697754 5367416.30077144,674630.650264943 5368416.90926458,670922.422670311 5369151.6471863,669645.608391454 5371594.11987267,670187.836446108 5372624.51610043,672837.677054542 5378473.50251115,674548.310456434 5379240.46746933,672311.0365354 5382359.63861854,673652.349369919 5383084.75880092,675643.81743282 5381538.51761484,675866.906071512 5384285.48122292,672882.474206877 5386368.85917445,675265.732960985 5387388.89080273,675631.050468899 5389509.18609794,678795.360682823 5390611.11788358,680252.264740199 5393258.98530134,679968.27723115 5395209.4539253,678798.701279639 5394997.45608019,680700.110463151 5396839.83995872,679025.731110533 5396893.68023925,679609.717907702 5399419.18348185,682871.184390388 5400061.34614246,682995.604987105 5402099.15619999,685730.640946776 5400827.3070891,687826.997687105 5402510.02424257,691205.694839469 5410032.18018908,693199.353268902 5409929.39931286,696151.809967842 5406305.73663925,698105.730350207 5407964.71876895,699761.798860624 5406827.87309122,697887.860280773 5406961.19383008,699307.81151736 5404343.38489862,695217.011402837 5402256.53783913,696162.73665939 5399860.63519312,696151.741452334 5399775.66820435,695233.255923563 5397571.10629009,698392.354068868 5395798.32528279,697738.780673979 5393513.2391625,699791.932392281 5391904.51725957,698353.688315404 5389855.05405563,699483.088262087 5388378.22251963,699675.408478019 5385947.33791203,696288.265817376 5381034.16222481,696529.894780042 5376744.87751043,696673.525481211 5375134.39557021,695111.899933507 5374870.13445669,693233.220135691 5371080.5837313,692428.40185925 5371488.31343684,689875.390927338 5373946.92902953,688340.152618057 5372955.60052708)))",760.924292606673
