idx,id_ags,gen,geom_as_text,fl_km2
244,14524000,Zwickau,"MULTIPOLYGON(((753942.741879874 5612529.93679571,753143.320636935 5609266.98798445,755901.944276732 5607688.73820776,753840.458684091 5606258.51902462,751251.200595362 5607080.97474842,749914.636235536 5605358.77635043,748200.018354809 5607218.23259112,746038.275806495 5605998.29706258,745145.549113142 5607172.14104144,742974.567275523 5607367.03288903,742750.383532708 5608260.81710163,744048.950561313 5611674.64739263,741245.773838195 5613232.75293301,741980.883812389 5614976.95170635,740142.282512601 5616324.02045184,738754.685289276 5619198.2552492,736156.449239625 5617782.14812211,734476.823345433 5619111.24684989,734143.434424213 5620066.67939414,730418.572959637 5621018.44548174,729656.38030934 5623260.11145624,731009.765436837 5624711.81220179,728273.356203743 5625155.76831465,727716.114387709 5626727.89971323,728509.450111338 5628949.6520684,730180.500022215 5628267.59535493,731916.889399726 5630903.1680685,729287.318445271 5631890.59028163,728456.624655145 5633605.20426209,728974.089285386 5634659.08416546,731389.574264982 5633907.73999484,732334.061623781 5636066.71310903,734812.127470993 5635153.31347697,735722.166762419 5637027.87008092,737046.751101254 5638260.94080331,739980.921511164 5639501.92178686,740792.216838757 5637562.48515962,742338.479364829 5638128.73783755,742358.346624243 5640196.90484693,743717.094555036 5641100.64910579,745376.704959509 5643698.83610727,746902.834308022 5643922.14223735,747548.390583325 5645456.94794226,751245.438366866 5644908.33948439,752024.459116738 5645274.03161371,754478.146560921 5645991.2238097,755922.483731659 5645359.50232374,756704.774303839 5647694.07438786,760713.252931813 5645493.46898774,762975.726514993 5645993.95296104,764608.009709278 5643532.98091921,764833.352225116 5643087.8159147,767667.402287161 5641923.10739154,765944.798850318 5637150.71886733,763377.160381437 5637525.60630603,762526.369688201 5636157.3102543,763939.948980115 5636686.60968084,765471.134162336 5634910.60545549,766319.135175742 5633237.99390161,764793.510486694 5631108.93206825,763628.352686334 5632019.95135448,761748.197931966 5630786.21356813,762923.051362942 5628844.7755932,761989.89585455 5627335.67063286,760673.032924168 5627326.2142172,759965.658341917 5629032.65703379,757415.534457183 5628793.04800746,758815.543263082 5626410.50082554,757193.853213216 5625175.04924668,757830.950634716 5623972.99356636,762621.806822925 5621656.48109419,761220.640144286 5618011.7583574,762352.500957234 5616657.3176629,761491.927608778 5615819.80409798,760748.909205838 5615013.69920955,759190.096773023 5616234.38225379,757179.812817521 5615496.02853533,756812.866202634 5613816.14596815,753942.741879874 5612529.93679571)))",950.267417777313
245,15081000,Altmarkkreis Salzwedel,"MULTIPOLYGON(((663520.516757585 5834646.77823916,662356.668873228 5832695.76447256,666397.648776878 5831185.60364078,675230.870001909 5832752.98932906,674462.095754336 5822979.4545054,676666.630423832 5818482.8590768,675773.72628824 5815205.14218262,674280.970215621 5809754.69573118,669807.957372218 5808101.33899537,666460.928637657 5806884.3262245,666744.927446686 5809235.36003532,661942.213343687 5811599.7884684,646592.86535545 5811489.54204226,642041.468096631 5813731.20103816,639239.973439646 5819540.04752321,636365.125303522 5818186.98427558,632434.747688303 5823192.48314008,631406.42951488 5828382.69912801,633817.372981135 5832295.65164807,633243.297447649 5832519.78941507,630490.56492729 5830549.41723181,628782.015179524 5833126.6746069,623886.386868681 5840871.87221181,623507.793575392 5842370.8982894,621366.058591961 5842006.68517977,618568.872619034 5849413.07852625,618619.453550818 5851009.44405557,618680.103062197 5852176.91463576,618990.082318299 5856178.21854313,624003.345063948 5857418.40906616,628366.868897407 5857878.03620935,629934.028812882 5857720.85063901,633603.853471672 5860994.05167834,634003.771873249 5863723.71838303,635371.832594187 5864143.98174235,640613.513045787 5864635.31590801,641737.924192265 5862794.96976445,645013.471404334 5863996.70649138,650063.455892015 5862514.20359049,650812.431737978 5861164.79808634,654109.564505431 5862394.05431242,654479.534173384 5860822.90988526,655735.297112221 5861233.87263586,663938.799623385 5866607.36321156,664352.485189677 5867059.41961047,668327.585068858 5868648.21743214,671461.373326004 5866577.87596728,672071.049891478 5868213.91875408,677300.432488892 5863892.9903595,675834.450808971 5862335.7515038,676811.110877401 5859416.36693445,666275.151529066 5857502.75782329,667046.622021641 5854670.09231293,670542.362629699 5854659.0535057,671259.774787418 5852868.93003085,669026.036394171 5850036.59507626,671602.573158032 5849960.02111761,672566.877869246 5848703.46797134,670278.238233069 5846617.50210873,670008.174009088 5842207.41525311,667243.285724886 5840394.67289422,668460.742000068 5836434.24722979,663520.516757585 5834646.77823916)))",2303.38717745132
246,15082000,Anhalt-Bitterfeld,"MULTIPOLYGON(((731223.32050587 5720281.87557611,728037.191049061 5717321.46932926,724763.308354334 5717852.13434811,721868.907303038 5713764.01821377,719292.52901185 5718563.33944969,713549.590763977 5719115.62550136,710004.89975095 5719800.40830369,710491.977058153 5725447.67601064,708004.736750617 5725935.92840128,707456.369601152 5725968.64480762,702150.855378671 5725721.78870628,698114.883869814 5728823.23335471,696199.797324478 5729635.65357208,696672.774741732 5731696.89644163,697116.143050711 5735912.10795702,699018.388300513 5737121.92117229,700411.216923787 5738708.66757319,696521.909844071 5740382.12716909,696288.297145103 5742377.64896732,698643.429663089 5743905.2699944,696856.673600211 5746829.68002521,701081.675122831 5751695.13729067,703736.854444462 5750636.02673109,707811.660117962 5751172.34457393,698141.600898719 5762447.58854249,698436.319891876 5765213.91300674,706200.654655713 5768652.8345422,708271.042052962 5772486.60491837,717799.412761646 5774310.05762762,720032.993292157 5777279.48750819,724397.183966967 5777673.4325319,731506.996257299 5771437.37107558,731610.536223462 5768934.23932742,730121.029393741 5769342.60515363,728008.192213937 5766238.35036036,723522.435451349 5764656.57009575,725380.187120354 5762819.99452845,720375.612252054 5761629.01163521,720618.762838166 5759383.21871126,716966.253011637 5757601.82880715,719053.15139877 5754889.67426212,714827.812203988 5754324.17316271,714348.740783307 5751318.42647739,716443.081965347 5750852.39062993,715927.686549958 5746220.77949438,714607.62837949 5742529.66733389,717121.222912322 5740776.56437841,720403.789316088 5739894.50708617,722776.202786886 5738916.42681415,723485.702681239 5742166.45427967,725425.897672671 5741606.98875907,726301.317410816 5743858.17757206,728212.78968654 5737600.42304049,730337.357538901 5736700.25904812,729768.401803347 5734875.96245389,732410.314826387 5733753.17206455,731103.058048263 5733340.51119567,731521.848254949 5731206.23614672,733627.0033546 5732739.97583446,740142.701956057 5733681.36053336,740168.639778335 5731418.65366016,743207.6717059 5729167.35512336,747139.117900579 5730100.16870974,746305.166137923 5726754.9507695,747792.705817435 5725522.4852927,746484.433398139 5723503.28911907,744051.813459832 5723142.5767057,741168.635457511 5721533.07028245,741412.096717917 5722785.9214726,738505.593772081 5723284.56207473,737307.979790472 5720124.20197935,734949.13619886 5720641.31399836,733304.137147918 5720044.50379711,731223.32050587 5720281.87557611)))",1461.35540755087
247,15083000,Börde,"MULTIPOLYGON(((672788.203448829 5771523.65312959,678194.156434787 5771984.65749985,680899.228686372 5767670.90854165,678501.196292006 5766376.18569636,678819.697169237 5760835.94044325,673611.507493277 5760050.95158548,673182.674134118 5759876.86759303,669983.317690247 5761938.21192521,668849.580918583 5762219.32887864,667938.812501306 5764619.85228074,665374.995238164 5763860.85467167,664928.763622948 5761730.45887231,662420.739742568 5761418.1145857,661104.166755536 5759453.86159926,663019.693282523 5756299.34926172,662425.285164501 5756305.11918293,661043.220935235 5752642.79574114,656523.319908151 5753241.82309552,655428.084760335 5752669.59239133,656325.789508057 5751615.12926711,654930.272319935 5752008.64205437,651147.307637409 5755115.38019859,649557.382180096 5754071.47983726,648587.76781525 5756617.84387419,649752.958252814 5758884.11559691,647694.576549643 5759726.28893741,647813.285396751 5761966.84738331,647849.023400669 5763380.90804194,644016.164018628 5763492.61008646,641947.836628271 5767279.20685584,638243.649558949 5767997.10492915,634681.442469981 5769159.3426157,635019.692775765 5772465.11282499,633017.606709258 5774283.63686001,638805.660571228 5777474.06767277,640363.5482849 5779550.00146852,640891.799135839 5782213.17267982,637964.237099157 5782903.25878637,637615.382122511 5785144.90874645,639701.280296053 5786928.40748897,641896.266403585 5787393.78526444,642483.1674137 5788518.89786171,640344.162415961 5791807.21944743,638449.324573823 5793021.80383101,637253.951357205 5795347.83366105,638797.411151353 5797514.12338622,635443.317172985 5800161.00365163,635134.217350482 5800894.92215634,640133.859982582 5801996.93636468,641236.731000145 5804585.23394398,637135.082314019 5806116.7110281,635924.367108517 5808671.65001966,634569.171098183 5810319.37208309,631400.29330842 5815274.22815034,632378.159961717 5817950.56969571,632996.758667959 5818172.06350073,636365.125303522 5818186.98427558,639239.973439646 5819540.04752321,642041.468096631 5813731.20103816,646592.86535545 5811489.54204226,661942.213343687 5811599.7884684,666744.927446686 5809235.36003532,666460.928637657 5806884.3262245,669807.957372218 5808101.33899537,674280.970215621 5809754.69573118,675773.72628824 5815205.14218262,679528.168874413 5816583.31724322,683441.788767136 5815537.67137405,685821.631402592 5811754.13840415,684944.526327468 5809876.14009181,687697.174907253 5809389.28217173,689484.497260926 5810075.54046877,688659.209787421 5810763.85705172,689168.316370586 5811518.20714719,690571.560428628 5810408.73641008,693242.738195578 5809433.34601552,691835.940932432 5806171.09563837,694395.005972755 5804484.17546605,694313.429079743 5801747.64188875,692014.80309812 5801950.56864982,690629.205562181 5804165.60270268,690454.238801873 5802550.33474544,691126.622390669 5801960.8100088,688240.319016349 5796642.94872734,686697.279166252 5793372.27578294,685990.446478183 5792422.50345069,684384.23004049 5791112.54568079,685131.784286782 5786915.88179738,684825.562726397 5786672.22762938,683279.996674863 5788157.83788878,682506.134671045 5789648.71734913,680313.850249222 5788878.14852542,680928.816742167 5786421.52181831,675646.122894111 5783614.38127499,673638.414747865 5776885.77495811,672788.203448829 5771523.65312959)))",2376.83075729137
248,15084000,Burgenlandkreis,"MULTIPOLYGON(((672315.77878256 5666817.73516992,672324.475607908 5667087.2893306,671432.094061366 5668991.66077139,673767.661736153 5671446.23788554,672731.150758463 5671614.00428614,672642.206397559 5672776.59231891,671359.982895508 5674088.02744079,670857.801523115 5675815.09114448,667059.373177401 5675176.86234947,665789.843092146 5676959.97481485,665397.7257543 5678020.48518775,666484.170434233 5679872.33825564,667649.448789003 5678840.03702323,671029.635035017 5683817.53333297,672482.329651007 5685544.12570319,675652.966641525 5683566.70652171,676205.164484996 5684762.34920412,678817.757045931 5683949.80460691,682326.667631962 5688702.03704573,683624.215218225 5688064.83154661,683266.679745215 5687141.43992126,685638.636346301 5684736.10183126,686471.797422582 5685608.16168404,686739.62090301 5683968.69276434,688303.307513752 5682900.37011205,692329.000183617 5684914.05067823,694488.727040572 5683343.27378674,694539.225125259 5681265.76614351,697138.744174819 5680123.44200682,697958.866231248 5681244.5748476,698818.111812477 5679913.46740631,699576.961545099 5680016.08749558,700545.027281767 5680757.77965801,704079.438211586 5680172.2075804,704075.535014566 5683936.90551673,707154.674874393 5684611.69680347,712031.810181514 5686031.81457017,713511.330551052 5686255.79097655,712440.129343882 5683457.21563385,714603.517232851 5681903.74220927,719517.960022147 5685540.65748135,721156.329853643 5685239.74694395,723329.504483935 5681202.99590597,723836.139941476 5678525.31629021,722252.606248093 5675749.21250739,721883.838023567 5674781.37406734,724545.188117077 5675139.12455161,723887.801138015 5672839.81436884,723566.110751757 5670463.75286301,726778.935231397 5669253.34662511,725470.670504302 5666983.51574558,729923.107410373 5665176.50017501,729779.236197888 5664211.67209919,727839.885161951 5659797.93187134,727890.236867771 5659488.52405552,730437.611607335 5659152.76646905,730631.747065188 5656731.15568013,730632.396980355 5656599.3338064,729953.853998267 5655584.44969071,727360.898587733 5651826.16592587,727629.822372224 5650549.12000912,726491.475445326 5648429.87699022,725830.127750013 5647858.70711757,725613.893326789 5650226.57668339,722580.090568287 5651371.33760133,722157.841957682 5649986.75723279,715960.141625428 5651515.28899523,712104.04125211 5650736.75063933,710990.555294644 5653130.11075731,708725.083057153 5652959.95301102,708784.581971365 5655896.93485475,708659.212655085 5655956.46730203,706649.474286906 5657196.26410245,705289.98514636 5656970.10308555,704109.317252351 5657143.62933972,704014.57481698 5658897.92237918,701505.382810068 5660179.56244289,699738.596273014 5659536.36467275,693824.563133625 5658326.23952545,693452.272080476 5658214.94244115,692896.889360263 5658835.71219729,689148.265658424 5662098.74725524,688872.320433548 5663014.22863824,685608.640809654 5665327.55546837,685301.862061766 5665090.05825938,683262.660840563 5663950.2337789,682097.566520667 5665706.57453117,673937.058142939 5664486.11282097,672434.979000023 5665881.11156564,672315.77878256 5666817.73516992)))",1419.14195509153
249,15085000,Harz,"MULTIPOLYGON(((632654.275007465 5720110.61955543,631273.830675836 5719581.7629279,631143.782128793 5719435.46789101,628630.844367767 5721845.59908278,626197.40011189 5720734.58050882,625818.145152022 5722456.54538651,621514.354761913 5722654.07649975,617725.079834883 5722613.31352925,616621.80884677 5723941.85023753,615184.218836383 5727170.19809938,614034.023547265 5730974.92100317,612307.219489142 5735367.25418562,610288.490991125 5736212.74911924,608521.533631819 5741174.3673719,609425.402753984 5743854.28456738,608635.035065512 5744750.72283584,612571.503577228 5748580.01218841,613524.632217818 5751476.09734337,611937.627036633 5753206.8384922,610897.026736803 5755535.0989195,612927.621389844 5757078.47517182,607166.173962284 5762641.17148435,611603.127973564 5763198.19370288,613584.076452775 5765077.60388025,613019.339868144 5766960.15678202,614683.834245031 5767365.02785291,618088.903789612 5767961.05042756,619596.901315174 5767900.32403585,623531.796019267 5767908.51882098,625525.537444239 5767953.79465148,626271.506866658 5768227.45810713,628434.611155754 5769181.0277475,633542.421767541 5769353.92267688,634681.442469981 5769159.3426157,638243.649558949 5767997.10492915,641947.836628271 5767279.20685584,644016.164018628 5763492.61008646,647849.023400669 5763380.90804194,647813.285396751 5761966.84738331,647694.576549643 5759726.28893741,649752.958252814 5758884.11559691,648587.76781525 5756617.84387419,649557.382180096 5754071.47983726,651147.307637409 5755115.38019859,654930.272319935 5752008.64205437,656325.789508057 5751615.12926711,655428.084760335 5752669.59239133,656523.319908151 5753241.82309552,661043.220935235 5752642.79574114,661021.431173707 5752583.28476919,661320.85384174 5749823.69957097,660776.083196786 5746547.10963085,657920.89453957 5744384.89858687,656188.313164156 5745069.01143435,654566.135748406 5742177.37980702,654398.795130817 5742083.94686548,655342.009763841 5741174.31339593,658767.793534356 5736780.66850462,660532.848176484 5736671.98450446,661903.35062438 5738992.67117509,665452.248728083 5738169.77789605,665851.074434537 5733731.67114082,665577.398882189 5730308.4050297,659529.602982145 5725622.85824083,654799.221447159 5723655.44202073,655985.815171974 5720089.18592461,652966.566943153 5717518.46153057,650477.522625178 5717640.42640312,650314.698812197 5718450.90148905,649474.23026929 5715755.89946536,647209.063632968 5715458.06539682,646364.979260175 5716248.5184753,648219.269966832 5717006.37729097,644495.794287409 5719086.93821417,641184.28155907 5717833.6578238,641178.94743986 5719407.09005364,640419.016596578 5717566.67538552,638818.865891424 5717400.64450028,640073.65435775 5718395.39034154,638603.572049761 5718670.45605921,640494.018421845 5718738.36199569,637306.461122314 5719782.88327299,638669.899042493 5720312.41175758,640854.346951294 5718836.86191677,639722.776151526 5721487.19119398,635488.144715481 5722097.74187988,632654.275007465 5720110.61955543)))",2107.17307081811
250,15086000,Jerichower Land,"MULTIPOLYGON(((708271.042052962 5772486.60491837,706200.654655713 5768652.8345422,698436.319891876 5765213.91300674,696330.772567223 5767763.94291776,694571.841581716 5769008.68042058,694814.168443566 5771547.57658687,689344.895640563 5772757.84122918,689379.172738574 5773129.96080558,688291.630996175 5774969.26802621,686988.345286442 5775682.84609311,686414.982381954 5775670.8725497,685825.252934181 5777353.35872649,685378.579042179 5783445.43900413,683680.888737023 5785212.79614283,684825.562726397 5786672.22762938,685131.784286782 5786915.88179738,684384.23004049 5791112.54568079,685990.446478183 5792422.50345069,686697.279166252 5793372.27578294,688240.319016349 5796642.94872734,691126.622390669 5801960.8100088,692014.80309812 5801950.56864982,694313.429079743 5801747.64188875,698454.304665829 5806428.56272903,700156.109605481 5806854.82702001,699245.312582899 5808557.42602776,701790.961731514 5810098.29345514,703954.568480068 5816459.91584711,702762.936558196 5818456.03694036,700827.717965721 5822746.46709507,702496.190324879 5829272.01304974,703246.661538674 5827537.18867918,702960.989682571 5822970.57622846,708512.470814705 5825577.704677,711025.600071337 5822011.20197557,715235.513908088 5822085.42746236,718643.75657461 5821588.09925647,719490.929018952 5824217.94072519,722107.68465543 5820291.58927288,726026.334050281 5821515.90488508,724687.369942126 5820273.75007386,726180.833430058 5819483.51810219,725382.463576402 5816721.41796985,722673.153413757 5812360.20637478,724625.669593384 5810150.76769282,724981.65968154 5808279.09712114,723570.051785909 5806628.91170413,725324.614575597 5804529.88145432,723132.297979012 5799982.3441764,722420.246015373 5793084.96472566,724735.639726581 5791717.99794328,721925.444964267 5789472.15203094,721755.835597025 5787254.88662029,719967.507745626 5784833.38034041,722863.163578444 5781016.448203,724397.183966967 5777673.4325319,720032.993292157 5777279.48750819,717799.412761646 5774310.05762762,708271.042052962 5772486.60491837)))",1589.85505598792
251,15087000,Mansfeld-Südharz,"MULTIPOLYGON(((658200.164455199 5696846.28040532,656701.68444401 5696788.70781038,656112.937939468 5696359.02443268,654650.321635686 5698120.91938602,653079.682830836 5697290.88681669,651060.520236401 5697240.56204187,650420.892701879 5696902.04086613,647598.236173568 5697867.23220687,643299.645905548 5699636.98898136,640374.736584791 5698137.8927636,637519.794636762 5699154.14472446,637613.57850735 5699717.36900438,636818.691255679 5700883.48403547,636368.942681027 5702851.19604019,636971.540556205 5705241.88075002,634633.453403349 5707293.72530486,633714.888637449 5709509.25084415,635096.985453857 5711406.32858387,631495.720157712 5713134.32655295,630826.997450323 5717839.95096457,633774.630477361 5717370.01966304,634183.797712444 5718549.55021344,632654.275007465 5720110.61955543,635488.144715481 5722097.74187988,639722.776151526 5721487.19119398,640854.346951294 5718836.86191677,638669.899042493 5720312.41175758,637306.461122314 5719782.88327299,640494.018421845 5718738.36199569,638603.572049761 5718670.45605921,640073.65435775 5718395.39034154,638818.865891424 5717400.64450028,640419.016596578 5717566.67538552,641178.94743986 5719407.09005364,641184.28155907 5717833.6578238,644495.794287409 5719086.93821417,648219.269966832 5717006.37729097,646364.979260175 5716248.5184753,647209.063632968 5715458.06539682,649474.23026929 5715755.89946536,650314.698812197 5718450.90148905,650477.522625178 5717640.42640312,652966.566943153 5717518.46153057,655985.815171974 5720089.18592461,654799.221447159 5723655.44202073,659529.602982145 5725622.85824083,665577.398882189 5730308.4050297,665851.074434537 5733731.67114082,669013.716350686 5731925.00511008,669656.458919715 5733085.51216954,672540.101711318 5732478.36997231,674085.90620088 5729370.8733771,679981.012437846 5731039.3680061,680423.566725884 5729922.24861029,680419.828345985 5726855.71857278,685995.137630754 5725549.21560953,688236.455461218 5723283.80242108,690422.58113738 5723838.52946049,691354.941853346 5721206.64218763,689387.604743228 5720867.69813982,686120.07754292 5716580.38525456,689031.171181658 5712513.50918118,687674.392847682 5709068.54952315,690227.681245258 5707401.03562407,693081.188650987 5705206.013644,692649.776660448 5702472.8593298,690405.674201612 5702575.68681665,690651.362789322 5701192.30126289,688825.744359113 5700632.91566551,685975.970980194 5701393.64261515,685421.431386066 5703425.48385344,683743.188243529 5703496.96016479,682919.868735083 5704392.43611121,678535.585842192 5702357.13210354,675747.09178262 5699154.31290936,674146.268661432 5698911.22718728,671632.463754803 5694419.69912888,669168.284118257 5693513.24319813,669173.694229798 5690414.9256197,667105.761382232 5690906.28611575,666398.667137355 5693315.13252763,666533.110463719 5695236.18721013,663330.253524859 5695205.57298988,661431.082971156 5698018.08085128,658200.164455199 5696846.28040532)))",1456.12834283731
252,15088000,Saalekreis,"MULTIPOLYGON(((714603.517232851 5681903.74220927,712440.129343882 5683457.21563385,713511.330551052 5686255.79097655,712031.810181514 5686031.81457017,707154.674874393 5684611.69680347,704075.535014566 5683936.90551673,704079.438211586 5680172.2075804,700545.027281767 5680757.77965801,699576.961545099 5680016.08749558,698818.111812477 5679913.46740631,697958.866231248 5681244.5748476,697138.744174819 5680123.44200682,694539.225125259 5681265.76614351,694488.727040572 5683343.27378674,692329.000183617 5684914.05067823,688303.307513752 5682900.37011205,686739.62090301 5683968.69276434,686471.797422582 5685608.16168404,685638.636346301 5684736.10183126,683266.679745215 5687141.43992126,683624.215218225 5688064.83154661,682326.667631962 5688702.03704573,678817.757045931 5683949.80460691,676205.164484996 5684762.34920412,675652.966641525 5683566.70652171,672482.329651007 5685544.12570319,668134.462889553 5689636.80747802,669173.694229798 5690414.9256197,669168.284118257 5693513.24319813,671632.463754803 5694419.69912888,674146.268661432 5698911.22718728,675747.09178262 5699154.31290936,678535.585842192 5702357.13210354,682919.868735083 5704392.43611121,683743.188243529 5703496.96016479,685421.431386066 5703425.48385344,685975.970980194 5701393.64261515,688825.744359113 5700632.91566551,690651.362789322 5701192.30126289,690405.674201612 5702575.68681665,692649.776660448 5702472.8593298,693081.188650987 5705206.013644,690227.681245258 5707401.03562407,687674.392847682 5709068.54952315,689031.171181658 5712513.50918118,686120.07754292 5716580.38525456,689387.604743228 5720867.69813982,691354.941853346 5721206.64218763,690422.58113738 5723838.52946049,690647.65459445 5725835.52246606,697431.997839676 5725968.68219311,698114.883869814 5728823.23335471,702150.855378671 5725721.78870628,707456.369601152 5725968.64480762,708004.736750617 5725935.92840128,710491.977058153 5725447.67601064,710004.89975095 5719800.40830369,713549.590763977 5719115.62550136,719292.52901185 5718563.33944969,721868.907303038 5713764.01821377,722381.033098182 5708642.63798733,718727.117450392 5705627.44160225,719448.740004171 5702675.31234478,721772.178831222 5701455.32986198,720690.986158699 5700228.04729935,721091.968818664 5696583.81889725,722459.015290665 5691646.12181636,719322.917048783 5690112.51865945,719974.885060327 5687970.28314836,721156.329853643 5685239.74694395,719517.960022147 5685540.65748135,714603.517232851 5681903.74220927),(703667.756514744 5702697.29103911,705199.345554262 5702080.9532103,705417.965063195 5699237.82939328,709283.339329689 5698924.72007237,710087.750520712 5700904.78494602,711998.429221401 5707175.16679203,714326.804802462 5708277.48189156,713895.991127163 5709699.48359043,710630.033402664 5709491.02887626,709241.074545959 5714212.51508852,707372.195158309 5714188.00028352,702426.585637659 5712214.7162765,700855.695997543 5713280.71440487,699725.623384601 5713216.3778395,698233.890518019 5710926.87108724,699843.845853486 5708447.91872773,698928.244175162 5707595.04614528,700628.748256359 5705288.12748194,703067.297903794 5705068.94403763,703667.756514744 5702697.29103911)))",1440.43235767542
253,15089000,Salzlandkreis,"MULTIPOLYGON(((689379.172738574 5773129.96080558,687664.020802552 5774055.19235033,688291.630996175 5774969.26802621,689379.172738574 5773129.96080558)),((680419.828345985 5726855.71857278,680423.566725884 5729922.24861029,679981.012437846 5731039.3680061,674085.90620088 5729370.8733771,672540.101711318 5732478.36997231,669656.458919715 5733085.51216954,669013.716350686 5731925.00511008,665851.074434537 5733731.67114082,665452.248728083 5738169.77789605,661903.35062438 5738992.67117509,660532.848176484 5736671.98450446,658767.793534356 5736780.66850462,655342.009763841 5741174.31339593,654398.795130817 5742083.94686548,654566.135748406 5742177.37980702,656188.313164156 5745069.01143435,657920.89453957 5744384.89858687,660776.083196786 5746547.10963085,661320.85384174 5749823.69957097,661021.431173707 5752583.28476919,661043.220935235 5752642.79574114,662425.285164501 5756305.11918293,663019.693282523 5756299.34926172,661104.166755536 5759453.86159926,662420.739742568 5761418.1145857,664928.763622948 5761730.45887231,665374.995238164 5763860.85467167,667938.812501306 5764619.85228074,668849.580918583 5762219.32887864,669983.317690247 5761938.21192521,673182.674134118 5759876.86759303,673611.507493277 5760050.95158548,678819.697169237 5760835.94044325,678501.196292006 5766376.18569636,680899.228686372 5767670.90854165,682572.781531889 5768027.19107869,684765.67749466 5770023.67921617,687463.736374604 5769260.82962667,689344.895640563 5772757.84122918,694814.168443566 5771547.57658687,694571.841581716 5769008.68042058,696330.772567223 5767763.94291776,698436.319891876 5765213.91300674,698141.600898719 5762447.58854249,707811.660117962 5751172.34457393,703736.854444462 5750636.02673109,701081.675122831 5751695.13729067,696856.673600211 5746829.68002521,698643.429663089 5743905.2699944,696288.297145103 5742377.64896732,696521.909844071 5740382.12716909,700411.216923787 5738708.66757319,699018.388300513 5737121.92117229,697116.143050711 5735912.10795702,696672.774741732 5731696.89644163,696199.797324478 5729635.65357208,698114.883869814 5728823.23335471,697431.997839676 5725968.68219311,690647.65459445 5725835.52246606,690422.58113738 5723838.52946049,688236.455461218 5723283.80242108,685995.137630754 5725549.21560953,680419.828345985 5726855.71857278)))",1435.04502299476
254,16054000,Suhl,"MULTIPOLYGON(((609823.728807227 5607795.75903009,612796.765586995 5607820.87433675,616098.08713966 5611756.01862616,619832.181733379 5609637.62424662,620149.190921147 5613554.31333171,622529.681040011 5613838.87344233,625213.026184341 5612803.16882308,625628.570738573 5610814.76967712,626530.124602393 5609292.60497064,625413.830787152 5609009.8090865,629365.497769843 5606775.5660077,629204.048471241 5605700.33499684,629345.929934396 5604820.40263588,628678.508649163 5604761.88481594,623213.362576461 5608489.90672082,621626.855194288 5604681.5029332,620204.008811469 5603769.98101426,619889.029315021 5604795.51849983,618381.128531239 5602546.11829697,617470.985667076 5602365.58903212,616989.957769299 5602594.07505777,614364.263565979 5604428.10614957,612024.707236092 5604920.78946354,610243.666160627 5605392.20261517,611133.746354432 5606266.93430753,609872.348904484 5607371.38047571,609823.728807227 5607795.75903009)))",102.373610969215
255,16061000,Eichsfeld,"MULTIPOLYGON(((595966.972912904 5685678.13332833,594780.853218363 5682008.73318848,592628.844861731 5682162.94336447,591503.326574991 5682042.86813807,590951.134974157 5680219.63248389,592096.549192074 5679557.83542189,590647.113747104 5677410.41768651,590010.814942125 5677104.17521784,587393.695040021 5676216.03400925,584886.753869376 5676157.85251572,583715.131062053 5675747.60993333,582789.107159431 5674337.53645764,584341.769609538 5671718.41018645,581613.567503155 5674070.34029885,580321.084713488 5673382.50856733,578356.087403307 5674540.18147321,577747.876067116 5674345.82234467,576364.554106983 5675019.8489479,576130.347832549 5675596.5769369,574621.664210616 5675562.60528974,575315.888249199 5677376.65604994,574707.780822667 5677495.7754237,573063.592998369 5678528.06256249,573864.961028766 5680402.55497749,573744.575598526 5681200.7562965,568389.209153898 5681870.62443909,566901.791510419 5684170.47298438,565477.121791764 5684429.88165725,565981.742673956 5685929.19533093,566022.134290418 5686548.52079001,564444.063747815 5689575.74976755,564464.505529473 5690191.66298845,564613.618266624 5691969.83853181,565945.449212524 5692739.48020327,568690.129422993 5694539.46644509,570009.092735352 5695817.44554526,570156.657669042 5696970.39560482,572434.439432472 5697414.2963682,572752.011149906 5698916.00915416,574764.370617857 5697026.92503747,575079.59133628 5698704.79433282,579974.412979215 5698208.03713162,580253.761313429 5698446.94491074,579229.016703311 5699663.52159983,581144.85140795 5699897.36330329,581904.178525595 5702444.42704601,583455.629713116 5704614.98598719,584525.451235094 5702803.3795243,588366.837821265 5704887.23067238,590300.69195002 5705902.65551074,590816.741384093 5707924.92501236,593129.344828316 5708451.54226074,594655.736570236 5712528.42654398,595416.37821675 5716193.57727508,599198.787607417 5716666.43789174,603152.581931145 5714795.46348724,602132.676473834 5712161.27713072,606807.740152905 5708892.18881053,605208.635900913 5705849.75648208,605510.131889972 5705740.83341635,605639.720675342 5705522.29379807,604795.381137404 5702278.14670612,604224.416529141 5701518.79260739,605582.541265928 5699469.76823136,602962.399684537 5696918.92061394,603875.774420358 5694592.54166452,605118.811579625 5692854.28543651,606025.796964347 5692043.22670082,603320.721260163 5689384.58562362,603328.616121218 5689047.44820382,601856.247398734 5688708.06861286,596945.124807098 5688943.95087802,595721.321782787 5687315.53903328,595996.104426571 5685819.85134797,595966.972912904 5685678.13332833)))",941.958720794666
