,10041,10042,10043,10044,10045,10046
2018-01-02 21:00:00,97.50110884593241,19.29681201282566,23.68890651541054,34.38329704079295,31.916998612740187,14.743705721031995
2018-01-02 22:00:00,91.78805970102795,18.22750469863614,22.160670557885084,32.3921612232716,29.81025919537374,13.852113758345242
2018-01-02 23:00:00,89.62620117325773,17.845602787158093,21.493306201996802,31.560808084271496,29.013367974979964,13.490847232223244
2018-01-03 00:00:00,76.57168959021698,14.902140224725494,18.152493473070532,26.08084356522766,24.639741811837098,12.385013580620946
2018-01-03 01:00:00,78.5506634297901,15.28187905795489,18.768932087437147,26.777560404267494,25.375664010665048,12.70302840404273
2018-01-03 02:00:00,78.00691623742412,15.370240328324874,18.77141134722554,26.820828389996777,25.31905198672179,13.059498501521821
2018-01-03 03:00:00,84.21323454399123,16.375928757936503,20.20809065972847,28.678427212079274,27.366526200215176,13.346030946197507
2018-01-03 04:00:00,94.89878013610306,18.085698919400706,22.93672059775567,32.00372549039165,30.847221092663972,14.279745156101715
2018-01-03 05:00:00,103.51934322029355,19.696128853537186,25.390681933624872,35.12261886384549,33.60891456370611,15.18134410126697
2018-01-03 06:00:00,124.80070740675706,24.021880196844474,30.67201849577897,42.60540920265914,40.68804107560127,17.595253819758174
2018-01-03 07:00:00,130.21050459042783,26.05629047441897,32.6675333371233,45.607792476061526,43.439569511454245,19.094412269824186
2018-01-03 08:00:00,140.70488898249533,27.78909407000386,34.40999590523986,48.831396073083056,45.75650488566319,19.39276922188924
2018-01-03 09:00:00,126.19025691289463,24.768500084977966,30.93455175407147,43.73984126503705,41.021515483711134,18.52207018961761
2018-01-03 10:00:00,116.30124256336747,22.69829386977596,28.505764297722184,40.21572228532309,37.79464067963955,17.490625489904126
2018-01-03 11:00:00,105.66719117833067,20.650276203667186,26.080932975174584,36.62045494895411,34.49184021981048,16.236466075007243
2018-01-03 12:00:00,101.46075374164344,19.691090611601023,24.907019621058282,35.00090171788916,32.95883958863427,15.335505022051143
2018-01-03 13:00:00,100.06255127964049,19.172984108114587,24.29444950052626,34.21671886246051,32.20113793389253,14.970773195577245
2018-01-03 14:00:00,97.27174625291653,18.705558706999202,23.77731897684291,33.36162126050029,31.468557781638594,14.745296892672537
2018-01-03 15:00:00,93.40087038874339,18.046322066349767,22.9540530847185,32.141054932921186,30.414865462131527,14.854941359894282
2018-01-03 16:00:00,89.5553970870311,17.562091980630694,22.329643727215114,31.14972631607017,29.59468304839409,15.166759917845754
2018-01-03 17:00:00,86.43953358362512,17.21313741499231,21.894072697375357,30.359138314339308,29.099518815879296,14.079879642350074
2018-01-03 18:00:00,80.03175089355895,16.078650476022663,20.60708683229784,28.30041971843677,27.429820096296964,13.085503530203463
2018-01-03 19:00:00,78.77133882264891,15.79616221905735,20.323116462310434,27.81971766138426,27.123711622056774,12.74754971869888
2018-01-03 20:00:00,82.16077941118344,16.02503276278457,20.612346321071033,28.430307313808132,27.633087519849834,13.438186664364986
2018-01-03 21:00:00,76.59823920228406,15.057116419520938,19.235095567898664,26.590862228667003,25.847031260558907,12.423664252702107
2018-01-03 22:00:00,67.57276697682083,13.46573771483352,17.00289792376302,23.6098737270846,22.842873404520645,11.66015397018928
2018-01-03 23:00:00,69.23643373637667,13.708111921233552,17.044264836398316,23.982707003549088,22.9826339746552,11.347334964014623
2018-01-04 00:00:00,73.97822993756888,14.91838591073608,17.63387569253908,25.820401472975973,24.09391710857768,11.531169968755362
2018-01-04 01:00:00,75.8410318880723,15.291776231683025,18.223395879628665,26.49655834498031,24.80143384234928,11.852133878645718
2018-01-04 02:00:00,75.27200078918119,15.37340290161675,18.215451623028542,26.52608224765353,24.73185370431234,11.836938229114596
2018-01-04 03:00:00,81.26122172374741,16.380318460206556,19.61268138648581,28.364947870485004,26.737686712484628,12.710450633704319
2018-01-04 04:00:00,91.49762045809743,18.081376921739732,22.25067668669276,31.635207349511237,30.12541904692479,14.261999239816053
2018-01-04 05:00:00,99.77740032131021,19.68610743678867,24.62468347470612,34.707744209570606,32.81065097265238,15.629927860310328
2018-01-04 06:00:00,120.20048002066666,23.99742758498872,29.726548586029747,42.07726370316981,39.69514890742234,18.89964749144674
2018-01-04 07:00:00,125.31856079990264,26.01456184255526,31.635311274556617,45.01169233594647,42.34729466155525,20.094114837858168
2018-01-04 08:00:00,135.61401639962267,27.773937598278803,33.35573221869214,48.249400135641146,44.6462507973066,21.413657882849506
2018-01-04 09:00:00,121.61963375882235,24.754495561914457,29.986733119817742,43.21720301542292,40.02588845714821,19.188894600106536
2018-01-04 10:00:00,112.10178529667895,22.68735040110387,27.636464943788532,39.739068769733485,36.88301052103161,17.658777942546223
2018-01-04 11:00:00,101.7964499883461,20.632549048703527,25.275800918417982,36.171040190049496,33.646927684612514,16.07720226834342
2018-01-04 12:00:00,97.78163973915184,19.679763045570816,24.146252731633925,34.58238740468602,32.162185464375064,15.37650827667839
2018-01-04 13:00:00,96.49922680958757,19.171829995936044,23.566226251278877,33.82691388802191,31.441096130600503,15.050812597165574
2018-01-04 14:00:00,93.7870363567325,18.700766582599712,23.06050946841626,32.974886228250604,30.720535371617256,14.69818570221035
2018-01-04 15:00:00,90.05193063437994,18.04077798745689,22.26214326239431,31.766941094993303,29.69264455986418,14.15865228249674
2018-01-04 16:00:00,86.3127730335447,17.550819311600637,21.650484835243258,30.776363024320823,28.884524116314726,13.71228464984953
2018-01-04 17:00:00,83.2447790750101,17.19206229998031,21.217090961610435,29.976047187989593,28.388140444930603,13.356890374918654
2018-01-04 18:00:00,77.04086127532193,16.053148930345085,19.965864633710368,27.93280837702467,26.755414009007453,12.48402601847426
2018-01-04 19:00:00,75.86100160006492,15.77496913207927,19.69873733969423,27.46697970294474,26.46833422492138,12.31658087221901
2018-01-04 20:00:00,79.27308669619941,16.02488782504318,20.008961719400038,28.112522992776306,27.00466505019604,12.642956603272118
2018-01-04 21:00:00,73.92006451561254,15.058086957204573,18.67416219384369,26.296704589019246,25.262122296517393,11.837606782687349
2018-01-04 22:00:00,65.19673846101676,13.46412033155592,16.502711661213258,23.344253597993053,22.319697823378153,10.496399523194851
2018-01-04 23:00:00,66.79849398840088,13.707889288386374,16.53983729607961,23.71418842141765,22.451752080460444,10.628843770664794
2018-01-05 00:00:00,68.66699069542247,13.994222140147844,16.347993054666556,24.259112297042442,22.38951223238774,10.614112492598496
2018-01-05 01:00:00,69.88639121717011,14.265602391378934,16.796731540925595,24.760937254765288,22.860245940873263,10.847087083276097
2018-01-05 02:00:00,68.32539322517779,14.227148205419509,16.546358460639386,24.49345216746678,22.616549815235476,10.687630868092787
2018-01-05 03:00:00,72.93685517830957,15.076485486772249,17.68233240256488,26.00755626167824,24.266909850572915,11.393136639535784
2018-01-05 04:00:00,81.12848224124279,16.37245834613413,19.766421182044695,28.597183948493488,26.807028466713653,12.59578725142837
2018-01-05 05:00:00,88.16423530048093,17.821225848384017,21.827344752150346,31.315353592686137,29.210781653464263,13.772730740649719
2018-01-05 06:00:00,112.5782487699003,22.52332509456716,27.650247671088593,39.65702716547526,36.946441094263925,17.450281036457675
2018-01-05 07:00:00,120.42886046121296,25.019912175806667,30.20090582050138,43.45315014004322,40.63251050667872,19.03226076834637
2018-01-05 08:00:00,130.20423884763795,26.742119218400074,31.907978126785824,46.63238468561212,42.857971525646306,20.313468563794757
2018-01-05 09:00:00,117.3537856280798,23.88330757590673,28.814704049895845,41.92664257459183,38.46631648495394,18.280906755257924
2018-01-05 10:00:00,108.13011971679498,21.77599733032498,26.44014715804454,38.40439052378958,35.25648322018292,16.753299809919998
2018-01-05 11:00:00,98.41369365513,19.936398435091927,24.28675383845966,35.111244881054596,32.435994047895974,15.323216267919053
2018-01-05 12:00:00,93.6261219927342,18.865508019351875,22.960055268473052,33.26203774148477,30.747008819333413,14.509237620403876
2018-01-05 13:00:00,91.49908552032439,18.239723156230774,22.225839755813162,32.286456419449635,29.753109745032784,14.08727354968869
2018-01-05 14:00:00,88.95869401469723,17.810635129611992,21.757694209319084,31.489440618060964,29.11983390573831,13.764155851517652
2018-01-05 15:00:00,85.31753655238538,17.264917849618687,21.097266864660924,30.44977564877261,28.239019786306063,13.315035344492356
2018-01-05 16:00:00,80.26533554958073,16.525128051443783,20.11055651415574,28.98410513287133,26.972415829388957,12.648353506846687
2018-01-05 17:00:00,76.90679132780632,16.09888913766467,19.584394164092686,28.07223458036018,26.32528848167545,12.24448940913858
2018-01-05 18:00:00,72.36490584623922,15.231383174549615,18.73632793020888,26.54905173549758,25.174690801642015,11.631770146933544
2018-01-05 19:00:00,70.41944435029784,14.788645126342951,18.250984426154478,25.798220642723525,24.561954395968378,11.331855240348512
2018-01-05 20:00:00,73.11328919930617,14.957972394757217,18.44115725009229,26.270748117624073,24.93641707833994,11.573797019334677
2018-01-05 21:00:00,69.00057395721824,14.234171810896685,17.4205053470898,24.855313852161373,23.70873324567564,10.968689835087565
2018-01-05 22:00:00,61.70600161364532,12.968237883498631,15.647680463839404,22.40989982439603,21.459020527447322,9.885580481118177
2018-01-05 23:00:00,63.65801554636714,13.130176730283015,15.717001187028911,22.782811683071195,21.410239351011008,10.020846621307784
2018-01-06 00:00:00,65.22228438155445,13.616242103620772,15.795449532210917,23.641353475933624,21.29760163838727,10.014228397085708
2018-01-06 01:00:00,62.05425687963985,13.34809289226179,15.518429583257408,22.995794832569423,20.819196650267877,9.729552329623417
2018-01-06 02:00:00,60.51327431059295,12.979880907866649,15.025390981262841,22.33896365557342,20.30995426933161,9.462111029677986
2018-01-06 03:00:00,70.45916544139536,14.809236577958593,17.12730766323532,25.594340219676194,23.3574500173058,10.854313008449102
2018-01-06 04:00:00,79.03414535857895,16.29661131269731,19.380916116720766,28.439203456757674,26.266595098712454,12.139846799771297
2018-01-06 05:00:00,87.18257827815702,17.620726778639774,21.53290846742294,31.222589075555856,28.561750992010836,13.3627609333321
2018-01-06 06:00:00,110.11401063264162,22.718596306296458,26.47357958663494,39.71255668602656,35.878739590219226,16.78309983571259
2018-01-06 07:00:00,112.14921799069471,23.942616390586316,27.487517864136027,41.35792171349875,37.36664636126084,17.36906128693902
2018-01-06 08:00:00,111.00382007512952,23.967299012636197,27.370869650299635,41.31626443810264,37.09461894388988,17.27789798492734
2018-01-06 09:00:00,98.43715403581949,21.278619793414244,24.52163966450734,36.81851414540789,32.93636386411304,15.368388033593721
2018-01-06 10:00:00,90.11610477545942,19.276236350348725,22.5616223265044,33.551100935264074,30.25843803092121,14.074471552597744
2018-01-06 11:00:00,91.53120377898387,19.16984176790985,22.39074756159386,33.547555540088084,30.182142286253715,14.085081830306374
2018-01-06 12:00:00,83.39073370302789,17.569854754242986,20.58361695745195,30.684831139313914,27.752002473534713,12.870836412813622
2018-01-06 13:00:00,62.254017343723056,13.490852840228591,16.32388238537587,23.527110732065104,21.729206607056884,9.928689308771958
2018-01-06 14:00:00,59.451507868455835,12.838908487150821,15.661940778125587,22.44797236991853,20.728128413935544,9.497989816768373
2018-01-06 15:00:00,62.70347378145456,13.402330379504155,16.26495463843761,23.444804004178152,21.701875987323028,9.924228265899107
2018-01-06 16:00:00,65.3173296797449,13.85207255261798,16.819446058295465,24.286452389613327,22.458521237823536,10.294691814049997
2018-01-06 17:00:00,66.86204071200808,14.043987020663515,17.23600189692917,24.68592431464932,23.11204559324563,10.53208682887984
2018-01-06 18:00:00,71.43529189883873,14.632852062922609,18.054725901393663,25.921623589294644,24.158507651819804,11.093077456539776
2018-01-06 19:00:00,63.219929397412784,13.251642656103833,16.44265821632296,23.330834740488402,22.05580049648783,10.01815705861915
2018-01-06 20:00:00,66.69792808793791,13.877686081005434,17.070917781941024,24.43203176881964,22.972458890312613,10.480413417593454
2018-01-06 21:00:00,65.32699976853097,13.869316473832447,16.64918819680245,24.141518704423483,22.632704013221762,10.315753697875486
2018-01-06 22:00:00,68.318408520485,13.972097067422574,16.747274474998964,24.525008149509514,22.698309041013875,10.49895008597109
2018-01-06 23:00:00,62.255498356505214,12.89569174092177,15.283218785811885,22.502862519217206,20.73478618924839,9.611014215032924
2018-01-07 00:00:00,91.64177233708065,16.569858841510793,19.80563972582893,32.24327911637666,26.73052529537554,12.565529057293649
2018-01-07 01:00:00,109.14386401458565,16.099140287449256,19.390272826694883,38.29352415856826,26.015796586265825,12.229903286457509
2018-01-07 02:00:00,80.90395873872265,15.327268103502801,18.528793466663892,29.476269005492714,24.831909318192988,11.646674366011904
2018-01-07 03:00:00,91.91933738128917,17.91226280830031,21.392449050308045,32.697361669973056,28.97866031602153,13.513428357435275
2018-01-07 04:00:00,112.19073776821897,22.62882471722945,27.437303566029524,39.523089312864435,36.89065461273643,17.430460545276418
2018-01-07 05:00:00,131.70993010408284,22.333930258185962,27.91631251475091,46.6867513531777,36.71270257403825,17.29650205272245
2018-01-07 06:00:00,112.70302085136692,20.07477690463302,24.542376744821183,40.24386859900165,32.926943796399414,15.311379834503906
2018-01-07 07:00:00,101.25996397246108,20.081433978763176,24.384369740745772,37.24435361655578,32.906919114299875,15.163028604770188
2018-01-07 08:00:00,94.25776817291064,20.656255234464055,25.051688359499522,34.521060342841814,33.82956884271307,15.613744051332006
2018-01-07 09:00:00,91.33733528294799,19.45851372134849,23.984809593381545,33.344144186698294,32.202654692404124,14.917361695400729
2018-01-07 10:00:00,87.0090521073405,18.647687725394597,22.944461562176865,31.35347885663754,30.833461235622625,14.314210923709167
2018-01-07 11:00:00,89.21105874848132,18.86307162442983,23.277955130725044,31.939289620853494,31.221919491007448,14.52719357067888
2018-01-07 12:00:00,78.70431055242854,17.275704629476174,21.374172557044467,28.654336440451726,28.609305334640908,13.262323567024767
2018-01-07 13:00:00,75.48291087729794,17.16934160944709,21.34784982104773,27.052351704418413,28.661102390298236,13.317189133980747
2018-01-07 14:00:00,85.17412787329461,17.931885241032653,22.343433465023708,29.986390630116727,29.901201777058606,13.995238850018378
2018-01-07 15:00:00,73.98615344522875,17.76310058627666,22.38327070166192,26.59616141625824,29.79317314352066,13.924296868920372
2018-01-07 16:00:00,87.54256740919033,16.777066377628874,21.11892244972753,30.799372949053133,28.089431712139152,13.056714224011952
2018-01-07 17:00:00,91.16803922584319,19.01433874770688,23.61474208581237,31.92545994733819,31.6782694763552,14.806502640467613
2018-01-07 18:00:00,86.63108373884101,18.787333119066552,23.31596412523922,30.880738820472427,31.246857508091228,14.5989672487827
2018-01-07 19:00:00,81.9861929179694,17.674910615417048,21.922136722858287,29.761999537762527,29.352409518401615,13.614694192877323
2018-01-07 20:00:00,85.27813877849202,17.861074687519146,22.32080679670867,31.0212412244682,29.844052743035377,13.90012128087503
2018-01-07 21:00:00,80.79942281563228,17.889861040658595,21.695730949312388,30.00756308766188,29.15080281254628,13.585874019240066
2018-01-07 22:00:00,101.50473209484443,16.545345522443483,20.24571160916586,35.8599398597271,27.087569846765643,12.699219162374584
2018-01-07 23:00:00,85.09681594661515,18.16994970977208,21.543524938213118,30.391482379642728,29.11590879698629,13.774509854301687
2018-01-08 00:00:00,92.44791514033416,19.152876576710288,22.81032585107769,34.26503289315382,30.768309313193214,14.605061297985632
2018-01-08 01:00:00,97.68843713376032,18.935240484693765,22.615198691781448,33.84212426812205,30.403084974518748,14.42382865518776
2018-01-08 02:00:00,99.45208298285789,19.55405640259805,23.27234169413363,34.938061753253756,31.291560003689728,14.868646050782875
2018-01-08 03:00:00,106.08688677743075,20.30340177632472,24.533657324711985,36.454775277535035,32.94265723918793,15.579304972307492
2018-01-08 04:00:00,119.6438179248832,21.61079710233323,26.599406957087698,39.02615651045225,35.51410483608246,16.741201420463582
2018-01-08 05:00:00,125.20864378035246,23.191785092513598,28.743099461392998,41.95922552525344,37.99947050937627,17.949729362697514
2018-01-08 06:00:00,140.33489407694304,26.939843242516005,33.0152221751285,48.266360640925036,43.544360816797266,20.557368207375447
2018-01-08 07:00:00,150.65283157725895,28.55811781373281,34.55611902086901,50.593471286914024,45.68377041196128,21.41968003075205
2018-01-08 08:00:00,142.64960403188644,29.140866599987877,35.05949564802946,51.67101353044743,46.25819242051218,21.7964047500853
2018-01-08 09:00:00,139.7668958294557,28.411837824353714,34.246622720286965,50.67221576161005,45.15807367777074,21.349715187589723
2018-01-08 10:00:00,134.04754840772273,27.482564271408467,33.0873462315001,49.16943074540462,43.661931665664234,20.693144815653742
2018-01-08 11:00:00,115.24489156995128,25.42277118583016,30.81971216836942,45.494864311497054,40.63966237039571,19.171697444654097
2018-01-08 12:00:00,118.46673758375096,23.201365429193604,28.349252123008657,41.562885718410925,37.2763566857908,17.538433982294336
2018-01-08 13:00:00,111.43823801595639,23.565813978573054,28.84618208124826,42.488810393156164,37.93902414908613,17.96131800290214
2018-01-08 14:00:00,106.77380049769943,22.9647788994958,28.117492097920447,41.28743428571754,36.993540377212405,17.46759218472783
2018-01-08 15:00:00,102.71593032223045,22.937546630729727,27.984733502735004,41.15590816874921,36.91672148606683,17.40639765817143
2018-01-08 16:00:00,110.92897893544124,22.949743478684706,27.855201319805,41.12311275885533,36.82317617415065,17.367842689123677
2018-01-08 17:00:00,102.60252217467252,23.321253472879786,28.194550848004578,41.75499535859536,37.519319778366686,17.638961606611904
2018-01-08 18:00:00,114.40201313997689,22.658816959439616,27.347949107753752,40.44374893213973,36.48586076913462,17.10269790677706
2018-01-08 19:00:00,108.64517024438479,21.767136518660998,26.50843573086654,39.03758022354207,35.443917805031596,16.602917817182973
2018-01-08 20:00:00,109.27732162345706,20.4388120806038,25.237249187701167,36.89253130174434,33.74493686010281,15.790132673903821
2018-01-08 21:00:00,101.19431902178871,19.88487192307865,24.247278989022444,35.76441905594233,32.57067583526163,15.288400017356487
2018-01-08 22:00:00,94.93005743338352,18.986245895364263,22.910083316745467,34.07406634198057,30.75579385630858,14.52494243393227
2018-01-08 23:00:00,92.59869947282753,18.05676205194947,21.665848965540132,32.2170267646514,29.134123130311046,13.738588396052144
2018-01-09 00:00:00,101.67675065511678,19.99537970156703,23.741102332558455,35.73214086032839,32.36138079196354,15.079201375602322
2018-01-09 01:00:00,104.54357116954107,20.531068570877903,24.341237581100646,36.704670144746174,33.13616400952879,15.471816449187262
2018-01-09 02:00:00,107.56095338042807,21.154620862434562,24.997793082442836,37.80306697573683,34.028656547004914,15.912071080444901
2018-01-09 03:00:00,109.58482251411466,21.3931071224802,25.747438375431596,38.381567365721466,34.95799698041031,16.236572830178073
2018-01-09 04:00:00,116.97016237805381,22.639858581917554,27.776417686428243,40.84037168021776,37.487945428477005,17.345965375546115
2018-01-09 05:00:00,122.80742568778113,24.078610405233242,29.785375510035156,43.50848327688435,39.78065941406113,18.433510569736757
2018-01-09 06:00:00,140.90330657190677,28.336305508574515,34.594434048481546,50.733385176233234,46.14074780912157,21.388506521131987
2018-01-09 07:00:00,152.1457746111125,31.314899097404517,37.53926038695983,55.533636677867385,50.33398626792736,23.24888755613876
2018-01-09 08:00:00,155.0084426774459,31.92312842314947,38.06084606383144,56.6627822528276,50.930439606464795,23.63912696145433
2018-01-09 09:00:00,148.6785608163163,30.381044039099525,36.38550376058297,54.16541546207422,48.567429039962796,22.58034170435579
2018-01-09 10:00:00,140.57621875965452,28.647593016501983,34.37496989692798,51.18328442130263,45.829438817543,21.322516077455383
2018-01-09 11:00:00,129.8211141219434,26.534831512025743,32.05530594276758,47.41752753894806,42.71463310419787,19.779678910644435
2018-01-09 12:00:00,122.82178357598005,24.97768704514889,30.28869905278456,44.727615049341246,40.33966159450956,18.673203161143626
2018-01-09 13:00:00,120.31869094274957,24.191659375619395,29.57898601922845,43.53472344450488,39.25885184342789,18.224344495467687
2018-01-09 14:00:00,117.83216307193848,23.87042537644668,29.142287783034863,42.849181083110345,38.7343280612792,17.947312745686034
2018-01-09 15:00:00,118.97921208775269,24.0981956593502,29.27712890986167,43.187998881861,39.049138528352906,18.080420243736093
2018-01-09 16:00:00,122.07754033346387,24.6756173670723,29.734939443672094,44.19740636874823,39.80535300398794,18.469229672115066
2018-01-09 17:00:00,111.85403281462949,22.902275594738985,27.82609371497437,40.85916576791554,37.2771716624212,17.111679540146124
2018-01-09 18:00:00,102.2724151004,21.318644517856185,26.011136232397753,37.84374235481424,34.84891408440013,15.88247628718706
2018-01-09 19:00:00,100.10171422112326,20.502357949295643,25.262345049898798,36.59141287065107,33.93631654765418,15.456481993812732
2018-01-09 20:00:00,108.14424651721349,21.345054349650063,26.274459886659066,38.46791516019104,35.51572811836312,16.305272114145723
2018-01-09 21:00:00,99.32673413027477,19.820777853126433,24.25574995550315,35.552482015623305,32.856192506628986,15.073948616502415
2018-01-09 22:00:00,93.51370769702875,18.725799927010087,22.694072835664006,33.50005884730181,30.693698499990106,14.164068555798845
2018-01-09 23:00:00,91.32285523350363,18.33750314015389,22.01535222512844,32.64970554222328,29.8803726485447,13.797017360582627
2018-01-10 00:00:00,87.88345767672605,18.640781859782116,21.77097926783017,33.10311116164461,29.54886583977779,13.823080867660249
2018-01-10 01:00:00,90.1937419027419,19.135775727127527,22.31626303553177,33.994881628597,30.248154039608313,14.179214895715372
2018-01-10 02:00:00,89.64420017203375,19.71110607941839,22.911749711402937,35.0022806631427,31.053863206009805,14.578133598875857
2018-01-10 03:00:00,96.72357529711874,19.959287118922422,23.63456437715702,35.591556902739235,31.94908547768968,14.898375727554454
2018-01-10 04:00:00,108.98457152856625,21.1516906427913,25.53691416862741,37.930241427192605,34.311314286707066,15.941446077853204
2018-01-10 05:00:00,118.91360900063196,22.50298794830757,27.39911244603563,40.425278517665504,36.421421779934036,16.947682192733144
2018-01-10 06:00:00,143.50709552975948,26.501754019371,31.82956245454272,47.16641789680603,42.25894803550479,19.67268027678035
2018-01-10 07:00:00,149.9393105565247,29.272283884995726,34.51734570317393,51.60297128630539,46.07223846791599,21.369519841870943
2018-01-10 08:00:00,161.9505989693747,29.811567571824828,34.969383402139684,52.60748344025099,46.57912545598524,21.70774103195732
2018-01-10 09:00:00,145.22009289729397,28.358855034410265,33.42832720256368,50.28054711270495,44.41181450090112,20.73101949668936
2018-01-10 10:00:00,133.7905894595754,26.734961889227602,31.581324035238225,47.509520262572025,41.906064323005346,19.57449425734075
2018-01-10 11:00:00,121.59512166958322,24.77899175280184,29.471410520870688,44.04757763250003,39.08605548307217,18.171812599377816
2018-01-10 12:00:00,116.7054150674789,23.32860820921915,27.854324193801073,41.556995261938965,36.920851534227126,17.15928271215501
